system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.2852,-36.53533571462549,-6.842892998725961,goodQA,decreasing2,low,yes,land,no
1,0.2335,-36.52627798679213,-6.842892998725961,goodQA,lower,low,yes,land,no
2,0.2652,-36.4900470754587,-6.842892998725961,goodQA,lower,low,yes,land,no
3,0.1786,-36.526966446218154,-6.851886204648558,regularQA,decreasing1,intermediate,yes,land,no
4,0.2615,-36.51790854766173,-6.851886204648558,goodQA,lower,low,yes,land,no
5,0.2428,-36.508850649105305,-6.851886204648558,cloudy,decreasing2,correction,no,land,no
6,0.1499,-36.499792750548885,-6.851886204648558,cloudy,decreasing1,correction,no,land,no
7,0.2673,-36.49073485199246,-6.851886204648558,goodQA,lower,low,yes,land,no
8,0.1735,-36.48167695343603,-6.851886204648558,regularQA,decreasing3,high,yes,land,no
9,0.2809,-36.47261905487961,-6.851886204648558,goodQA,lower,low,yes,land,no
10,0.2737,-36.46356115632318,-6.851886204648558,regularQA,decreasing1,intermediate,yes,land,no
11,0.3323,-36.45450325776676,-6.851886204648558,regularQA,decreasing5,high,yes,land,no
12,0.2781,-36.44544535921034,-6.851886204648558,goodQA,lower,low,yes,land,no
13,0.2872,-36.43638746065391,-6.851886204648558,goodQA,lower,low,yes,land,no
14,0.2917,-36.42732956209749,-6.851886204648558,goodQA,lower,low,yes,land,no
15,0.2664,-36.41827166354106,-6.851886204648558,goodQA,lower,low,yes,land,no
16,0.2595,-36.400155866428214,-6.851886204648558,regularQA,decreasing1,intermediate,no,land,no
17,0.1818,-36.391097967871794,-6.851886204648558,regularQA,decreasing1,intermediate,no,land,no
18,0.2709,-36.5185977620287,-6.860879410571156,goodQA,lower,low,yes,land,no
19,0.2618,-36.5095396925196,-6.860879410571156,goodQA,lower,low,yes,land,no
20,0.2551,-36.500481623010515,-6.860879410571156,cloudy,decreasing1,correction,no,land,no
21,0.2838,-36.49142355350143,-6.860879410571156,goodQA,lower,low,yes,land,no
22,0.2841,-36.48236548399234,-6.860879410571156,goodQA,lower,low,yes,land,no
23,0.282,-36.47330741448325,-6.860879410571156,goodQA,decreasing2,low,yes,land,no
24,0.265,-36.46424934497416,-6.860879410571156,regularQA,decreasing1,intermediate,yes,land,no
25,0.2824,-36.45519127546507,-6.860879410571156,regularQA,decreasing2,intermediate,yes,land,no
26,0.275,-36.44613320595598,-6.860879410571156,regularQA,decreasing2,intermediate,yes,land,no
27,0.1557,-36.437075136446886,-6.860879410571156,cloudy,decreasing2,correction,no,land,no
28,0.2449,-36.428017066937805,-6.860879410571156,goodQA,lower,low,yes,land,no
29,0.25,-36.4189589974287,-6.860879410571156,goodQA,lower,low,yes,land,no
30,0.2453,-36.40990092791962,-6.860879410571156,goodQA,lower,low,no,land,no
31,0.2453,-36.40084285841053,-6.860879410571156,goodQA,lower,low,no,land,no
32,0.2317,-36.39178478890144,-6.860879410571156,goodQA,lower,low,no,land,no
33,0.228,-36.519287902146054,-6.869872616493754,regularQA,decreasing1,intermediate,yes,land,no
34,0.248,-36.510229661454666,-6.869872616493754,regularQA,decreasing1,intermediate,yes,land,no
35,0.2577,-36.50117142076329,-6.869872616493754,regularQA,decreasing3,intermediate,yes,land,no
36,0.2887,-36.49211318007191,-6.869872616493754,goodQA,lower,low,yes,land,no
37,0.2588,-36.48305493938053,-6.869872616493754,goodQA,lower,low,yes,land,no
38,0.2399,-36.473996698689156,-6.869872616493754,regularQA,decreasing1,intermediate,yes,land,no
39,0.2954,-36.464938457997775,-6.869872616493754,regularQA,decreasing1,intermediate,yes,land,no
40,0.2907,-36.455880217306394,-6.869872616493754,regularQA,decreasing1,intermediate,yes,land,no
41,0.3378,-36.44682197661503,-6.869872616493754,cloudy,decreasing2,correction,no,land,no
42,0.3393,-36.43776373592364,-6.869872616493754,regularQA,decreasing4,intermediate,yes,land,no
43,0.2881,-36.42870549523226,-6.869872616493754,goodQA,lower,low,yes,land,no
44,0.2487,-36.419647254540884,-6.869872616493754,goodQA,lower,low,yes,land,no
45,0.263,-36.4105890138495,-6.869872616493754,goodQA,lower,low,no,land,no
46,0.263,-36.40153077315812,-6.869872616493754,goodQA,lower,low,no,land,no
47,0.2395,-36.39247253246675,-6.869872616493754,goodQA,lower,low,no,land,no
48,0.2519,-36.51092055599697,-6.878865822416351,regularQA,decreasing1,intermediate,yes,land,no
49,0.1637,-36.50186214389366,-6.878865822416351,cloudy,decreasing5,correction,no,land,no
50,0.2745,-36.492803731790346,-6.878865822416351,goodQA,lower,low,yes,land,no
51,0.2188,-36.48374531968704,-6.878865822416351,goodQA,lower,low,yes,land,no
52,0.1445,-36.47468690758373,-6.878865822416351,cloudy,decreasing2,correction,no,land,no
53,0.2233,-36.46562849548041,-6.878865822416351,regularQA,decreasing1,intermediate,yes,land,no
54,0.2056,-36.4565700833771,-6.878865822416351,cloudy,decreasing1,correction,no,land,no
55,0.2998,-36.44751167127379,-6.878865822416351,regularQA,decreasing1,intermediate,yes,land,no
56,0.2805,-36.43845325917047,-6.878865822416351,regularQA,decreasing1,intermediate,yes,land,no
57,0.2405,-36.42939484706716,-6.878865822416351,regularQA,decreasing1,intermediate,yes,land,no
58,0.2638,-36.42033643496384,-6.878865822416351,goodQA,lower,low,yes,land,no
59,0.2571,-36.411278022860536,-6.878865822416351,cloudy,decreasing4,intermediate,no,land,no
60,0.2624,-36.40221961075723,-6.878865822416351,cloudy,decreasing4,intermediate,no,land,no
61,0.2713,-36.39316119865391,-6.878865822416351,cloudy,decreasing4,intermediate,no,land,no
62,0.2988,-36.50255379248819,-6.88785902833895,regularQA,decreasing3,intermediate,yes,land,no
63,0.2988,-36.493495208743276,-6.88785902833895,regularQA,decreasing2,intermediate,yes,land,no
64,0.1868,-36.48443662499837,-6.88785902833895,regularQA,decreasing2,intermediate,yes,land,no
65,0.1406,-36.47537804125346,-6.88785902833895,cloudy,decreasing2,correction,no,land,no
66,0.2772,-36.46631945750855,-6.88785902833895,goodQA,lower,low,yes,land,no
67,0.2925,-36.45726087376363,-6.88785902833895,goodQA,lower,low,yes,land,no
68,0.3346,-36.44820229001873,-6.88785902833895,goodQA,lower,low,yes,land,no
69,0.3176,-36.4391437062738,-6.88785902833895,regularQA,decreasing1,intermediate,yes,land,no
70,0.3401,-36.4300851225289,-6.88785902833895,regularQA,decreasing1,intermediate,yes,land,no
71,0.3057,-36.421026538783984,-6.88785902833895,goodQA,lower,low,yes,land,no
72,0.3159,-36.411967955039074,-6.88785902833895,regularQA,decreasing2,intermediate,yes,land,no
73,0.2465,-36.402909371294164,-6.88785902833895,regularQA,decreasing1,intermediate,yes,land,no
74,0.3076,-36.393850787549255,-6.88785902833895,regularQA,decreasing2,intermediate,yes,land,no
75,0.2524,-36.38479220380434,-6.88785902833895,cloudy,decreasing4,intermediate,no,land,no
76,0.2829,-36.503246366633576,-6.896852234261547,goodQA,lower,low,yes,land,no
77,0.2591,-36.49418761101737,-6.896852234261547,goodQA,lower,low,yes,land,no
78,0.2802,-36.48512885540117,-6.896852234261547,goodQA,lower,low,yes,land,no
79,0.2776,-36.47607009978498,-6.896852234261547,goodQA,lower,low,yes,land,no
80,0.2904,-36.467011344168775,-6.896852234261547,goodQA,lower,low,yes,land,no
81,0.2947,-36.45795258855257,-6.896852234261547,goodQA,lower,low,yes,land,no
82,0.2671,-36.448893832936385,-6.896852234261547,regularQA,decreasing1,intermediate,yes,land,no
83,0.3103,-36.43983507732018,-6.896852234261547,regularQA,decreasing1,intermediate,yes,land,no
84,0.2839,-36.43077632170399,-6.896852234261547,regularQA,decreasing1,intermediate,yes,land,no
85,0.3145,-36.42171756608778,-6.896852234261547,goodQA,lower,low,yes,land,no
86,0.2531,-36.412658810471584,-6.896852234261547,regularQA,decreasing1,intermediate,no,land,no
87,0.2531,-36.40360005485539,-6.896852234261547,regularQA,decreasing1,intermediate,no,land,no
88,0.2589,-36.39454129923919,-6.896852234261547,regularQA,decreasing1,intermediate,no,land,no
89,0.2589,-36.385482543622985,-6.896852234261547,regularQA,decreasing1,intermediate,no,land,no
90,0.2729,-36.3764237880068,-6.896852234261547,goodQA,decreasing1,low,yes,land,no
91,0.1806,-36.49488093869942,-6.9058454401841445,regularQA,decreasing1,intermediate,yes,land,no
92,0.2831,-36.48582201098222,-6.9058454401841445,goodQA,lower,low,yes,land,no
93,0.2728,-36.47676308326503,-6.9058454401841445,regularQA,decreasing3,intermediate,yes,land,no
94,0.248,-36.46770415554783,-6.9058454401841445,goodQA,lower,low,yes,land,no
95,0.3192,-36.45864522783064,-6.9058454401841445,regularQA,decreasing1,intermediate,yes,land,no
96,0.3165,-36.449586300113445,-6.9058454401841445,regularQA,decreasing2,intermediate,yes,land,no
97,0.2649,-36.44052737239625,-6.9058454401841445,regularQA,decreasing2,intermediate,yes,land,no
98,0.3044,-36.431468444679055,-6.9058454401841445,goodQA,lower,low,yes,land,no
99,0.3043,-36.42240951696186,-6.9058454401841445,goodQA,lower,low,yes,land,no
100,0.2801,-36.413350589244665,-6.9058454401841445,regularQA,decreasing1,intermediate,no,land,no
101,0.2699,-36.40429166152747,-6.9058454401841445,regularQA,decreasing1,intermediate,no,land,no
102,0.2608,-36.395232733810275,-6.9058454401841445,regularQA,decreasing1,intermediate,no,land,no
103,0.2608,-36.38617380609308,-6.9058454401841445,regularQA,decreasing1,intermediate,no,land,no
104,0.2695,-36.377114878375885,-6.9058454401841445,goodQA,decreasing1,low,yes,land,no
105,0.2703,-36.36805595065869,-6.9058454401841445,goodQA,decreasing1,low,yes,land,no
106,0.3261,-36.48651609182839,-6.914838646106743,regularQA,decreasing2,intermediate,yes,land,no
107,0.2569,-36.47745699178048,-6.914838646106743,regularQA,decreasing2,intermediate,yes,land,no
108,0.2569,-36.46839789173256,-6.914838646106743,regularQA,decreasing2,intermediate,yes,land,no
109,0.2601,-36.45933879168463,-6.914838646106743,goodQA,lower,low,yes,land,no
