system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.4651,-36.53533571462549,-6.842892998725961,goodQA,highest,low,no,land,no
1,0.4679,-36.52627798679213,-6.842892998725961,goodQA,highest,low,no,land,no
2,0.5104000000000001,-36.4900470754587,-6.842892998725961,goodQA,lower,low,no,land,no
3,0.46,-36.526966446218154,-6.851886204648558,goodQA,highest,low,no,land,no
4,0.4422,-36.51790854766173,-6.851886204648558,goodQA,highest,low,no,land,no
5,0.3892,-36.508850649105305,-6.851886204648558,goodQA,highest,low,no,land,no
6,0.4733,-36.499792750548885,-6.851886204648558,goodQA,decreasing1,low,no,land,no
7,0.4613,-36.49073485199246,-6.851886204648558,goodQA,decreasing2,low,no,land,no
8,0.4307,-36.48167695343603,-6.851886204648558,goodQA,decreasing2,low,no,land,no
9,0.3719,-36.47261905487961,-6.851886204648558,goodQA,lower,low,no,land,no
10,0.3628,-36.46356115632318,-6.851886204648558,goodQA,lower,low,no,land,no
11,0.3537,-36.45450325776676,-6.851886204648558,goodQA,lower,low,no,land,no
12,0.3433,-36.44544535921034,-6.851886204648558,goodQA,lower,low,no,land,no
13,0.333,-36.43638746065391,-6.851886204648558,goodQA,lower,low,no,land,no
14,0.3232,-36.42732956209749,-6.851886204648558,goodQA,lower,low,no,land,no
15,0.3608,-36.41827166354106,-6.851886204648558,goodQA,lower,low,yes,land,no
16,0.1578,-36.400155866428214,-6.851886204648558,cloudy,decreasing1,correction,no,land,no
17,0.3636,-36.391097967871794,-6.851886204648558,regularQA,decreasing1,intermediate,yes,land,no
18,0.4053,-36.5185977620287,-6.860879410571156,goodQA,highest,low,no,land,no
19,0.3552,-36.5095396925196,-6.860879410571156,goodQA,highest,low,no,land,no
20,0.407,-36.500481623010515,-6.860879410571156,goodQA,decreasing1,low,no,land,no
21,0.4166,-36.49142355350143,-6.860879410571156,goodQA,decreasing2,low,no,land,no
22,0.4346,-36.48236548399234,-6.860879410571156,goodQA,decreasing2,low,no,land,no
23,0.4061,-36.47330741448325,-6.860879410571156,goodQA,lower,low,no,land,no
24,0.3725,-36.46424934497416,-6.860879410571156,goodQA,lower,low,no,land,no
25,0.3414,-36.45519127546507,-6.860879410571156,goodQA,lower,low,no,land,no
26,0.3496,-36.44613320595598,-6.860879410571156,goodQA,lower,low,no,land,no
27,0.3462,-36.437075136446886,-6.860879410571156,goodQA,lower,low,no,land,no
28,0.3429,-36.428017066937805,-6.860879410571156,goodQA,lower,low,no,land,no
29,0.3736,-36.4189589974287,-6.860879410571156,goodQA,highest,low,no,land,no
30,0.336,-36.40990092791962,-6.860879410571156,goodQA,lower,low,yes,land,no
31,0.2615,-36.40084285841053,-6.860879410571156,goodQA,decreasing2,low,yes,land,no
32,0.2357,-36.39178478890144,-6.860879410571156,goodQA,decreasing2,low,yes,land,no
33,0.3983,-36.519287902146054,-6.869872616493754,goodQA,highest,low,no,land,no
34,0.4056,-36.510229661454666,-6.869872616493754,goodQA,highest,low,no,land,no
35,0.3797,-36.50117142076329,-6.869872616493754,goodQA,highest,low,no,land,no
36,0.4118,-36.49211318007191,-6.869872616493754,goodQA,highest,low,no,land,no
37,0.4547,-36.48305493938053,-6.869872616493754,goodQA,highest,low,no,land,no
38,0.4609,-36.473996698689156,-6.869872616493754,goodQA,highest,low,no,land,no
