system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.6811,-36.53536976649717,-6.843337985549752,goodQA,highest,low,no,land
1,0.6655,-36.52631203022179,-6.843337985549752,goodQA,decreasing1,low,yes,land
2,0.5626,-36.4900810851202,-6.843337985549752,goodQA,highest,low,no,land
3,0.6478,-36.527000535459294,-6.8523311914723495,goodQA,decreasing1,low,yes,land
4,0.632,-36.51794262844948,-6.8523311914723495,goodQA,decreasing1,low,yes,land
5,0.5967,-36.50888472143966,-6.8523311914723495,goodQA,highest,low,no,land
6,0.5984,-36.49982681442984,-6.8523311914723495,goodQA,highest,low,no,land
7,0.5838,-36.49076890742001,-6.8523311914723495,goodQA,highest,low,no,land
8,0.6059,-36.4817110004102,-6.8523311914723495,goodQA,highest,low,no,land
9,0.5708,-36.47265309340038,-6.8523311914723495,goodQA,highest,low,no,land
10,0.5435,-36.463595186390556,-6.8523311914723495,goodQA,highest,low,no,land
11,0.5729000000000001,-36.454537279380745,-6.8523311914723495,goodQA,highest,low,no,land
12,0.5547000000000001,-36.445479372370926,-6.8523311914723495,goodQA,highest,low,no,land
13,0.5347000000000001,-36.4364214653611,-6.8523311914723495,goodQA,highest,low,no,land
14,0.5719000000000001,-36.42736355835128,-6.8523311914723495,goodQA,highest,low,no,land
15,0.5259,-36.41830565134146,-6.8523311914723495,goodQA,highest,low,no,land
16,0.4953,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land
17,0.5201,-36.39113193031201,-6.8523311914723495,goodQA,highest,low,no,land
18,0.6056,-36.51863188862085,-6.861324397394947,goodQA,lower,low,yes,land
19,0.5317000000000001,-36.509573810647,-6.861324397394947,goodQA,highest,low,no,land
20,0.5493,-36.50051573267316,-6.861324397394947,goodQA,highest,low,no,land
21,0.5797,-36.4914576546993,-6.861324397394947,goodQA,highest,low,no,land
22,0.6062000000000001,-36.48239957672546,-6.861324397394947,goodQA,highest,low,no,land
23,0.5815,-36.47334149875162,-6.861324397394947,goodQA,highest,low,no,land
24,0.5303,-36.46428342077777,-6.861324397394947,goodQA,highest,low,no,land
25,0.4975,-36.45522534280393,-6.861324397394947,goodQA,highest,low,no,land
26,0.4998,-36.44616726483008,-6.861324397394947,goodQA,highest,low,no,land
27,0.4599,-36.43710918685623,-6.861324397394947,goodQA,highest,low,no,land
28,0.4947,-36.428051108882386,-6.861324397394947,goodQA,highest,low,no,land
29,0.4909,-36.41899303090853,-6.861324397394947,goodQA,highest,low,no,land
30,0.4973,-36.40993495293469,-6.861324397394947,goodQA,highest,low,no,land
31,0.4497,-36.400876874960844,-6.861324397394947,goodQA,highest,low,no,land
32,0.4759,-36.391818796987,-6.861324397394947,goodQA,highest,low,no,shorelines
33,0.514,-36.519322074546885,-6.870317603317545,goodQA,highest,low,no,land
34,0.5575,-36.51026382537939,-6.870317603317545,goodQA,highest,low,no,land
