system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.281,-36.535301665021024,-6.842448011902168,goodQA,highest,low,no,land,no
1,0.2518,-36.52624394562914,-6.842448011902168,goodQA,highest,low,no,land,no
2,0.2608,-36.49001306806159,-6.842448011902168,goodQA,highest,low,no,land,no
3,0.2566,-36.52693235924388,-6.851441217824767,goodQA,highest,low,no,land,no
4,0.2594,-36.51787446914029,-6.851441217824767,goodQA,highest,low,no,land,no
5,0.2412,-36.5088165790367,-6.851441217824767,goodQA,highest,low,no,land,no
6,0.2503,-36.499758688933106,-6.851441217824767,goodQA,highest,low,no,land,no
7,0.2609,-36.490700798829515,-6.851441217824767,goodQA,highest,low,no,land,no
8,0.2795,-36.48164290872593,-6.851441217824767,goodQA,highest,low,no,land,no
9,0.2778,-36.47258501862233,-6.851441217824767,goodQA,highest,low,no,land,no
10,0.2859,-36.46352712851874,-6.851441217824767,goodQA,highest,low,no,land,no
11,0.288,-36.45446923841515,-6.851441217824767,goodQA,highest,low,no,land,no
12,0.2939,-36.445411348311566,-6.851441217824767,goodQA,highest,low,no,land,no
13,0.2837,-36.43635345820797,-6.851441217824767,goodQA,highest,low,no,land,no
14,0.296,-36.427295568104384,-6.851441217824767,goodQA,highest,low,no,land,no
15,0.2709,-36.418237678000786,-6.851441217824767,goodQA,highest,low,no,land,no
16,0.2725,-36.40012189779361,-6.851441217824767,goodQA,highest,low,no,land,no
17,0.2554,-36.39106400769002,-6.851441217824767,goodQA,highest,low,no,land,no
18,0.2606,-36.51856363770306,-6.860434423747364,goodQA,highest,low,no,land,no
19,0.2434,-36.509505576658164,-6.860434423747364,goodQA,highest,low,no,land,no
20,0.2566,-36.500447515613274,-6.860434423747364,goodQA,highest,low,no,land,no
21,0.2801,-36.49138945456837,-6.860434423747364,goodQA,highest,low,no,land,no
22,0.2827,-36.48233139352348,-6.860434423747364,goodQA,highest,low,no,land,no
23,0.2782,-36.47327333247859,-6.860434423747364,goodQA,highest,low,no,land,no
24,0.2738,-36.46421527143369,-6.860434423747364,goodQA,highest,low,no,land,no
25,0.2593,-36.4551572103888,-6.860434423747364,goodQA,highest,low,no,land,no
26,0.2719,-36.4460991493439,-6.860434423747364,goodQA,highest,low,no,land,no
27,0.2627,-36.437041088299,-6.860434423747364,goodQA,highest,low,no,land,no
28,0.2547,-36.42798302725411,-6.860434423747364,goodQA,highest,low,no,land,no
29,0.2599,-36.41892496620921,-6.860434423747364,goodQA,highest,low,no,land,no
30,0.2515,-36.409866905164314,-6.860434423747364,goodQA,highest,low,no,land,no
31,0.242,-36.400808844119425,-6.860434423747364,goodQA,highest,low,no,land,no
32,0.2358,-36.39175078307453,-6.860434423747364,goodQA,highest,low,no,land,no
33,0.2551,-36.51925373201195,-6.8694276296699615,goodQA,highest,low,no,land,no
34,0.2581,-36.510195499796126,-6.8694276296699615,goodQA,highest,low,no,land,no
35,0.2645,-36.5011372675803,-6.8694276296699615,goodQA,highest,low,no,land,no
36,0.2773,-36.492079035364476,-6.8694276296699615,goodQA,highest,low,no,land,no
37,0.2949,-36.48302080314866,-6.8694276296699615,goodQA,highest,low,no,land,no
38,0.2943,-36.473962570932834,-6.8694276296699615,goodQA,highest,low,no,land,no
39,0.3016,-36.46490433871701,-6.8694276296699615,goodQA,highest,low,no,land,no
40,0.271,-36.45584610650119,-6.8694276296699615,goodQA,highest,low,no,land,no
41,0.2575,-36.44678787428537,-6.8694276296699615,goodQA,highest,low,no,land,no
42,0.2912,-36.43772964206955,-6.8694276296699615,goodQA,highest,low,no,land,no
43,0.2998,-36.42867140985372,-6.8694276296699615,goodQA,highest,low,no,land,no
44,0.2679,-36.4196131776379,-6.8694276296699615,goodQA,highest,low,no,land,no
45,0.2657,-36.410554945422085,-6.8694276296699615,goodQA,highest,low,no,land,no
46,0.2636,-36.40149671320626,-6.8694276296699615,goodQA,highest,low,no,land,no
47,0.2391,-36.392438480990435,-6.8694276296699615,goodQA,highest,low,no,land,no
48,0.2484,-36.51088634853703,-6.87842083559256,goodQA,highest,low,no,land,no
49,0.2627,-36.50182794492064,-6.87842083559256,goodQA,highest,low,no,land,no
