system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.2803,-36.535301665021024,-6.842448011902168,goodQA,highest,low,no,land
1,0.2608,-36.52624394562914,-6.842448011902168,goodQA,highest,low,no,land
2,0.2631,-36.49001306806159,-6.842448011902168,goodQA,highest,low,no,land
3,0.2543,-36.52693235924388,-6.851441217824767,goodQA,highest,low,no,land
4,0.2594,-36.51787446914029,-6.851441217824767,goodQA,highest,low,no,land
5,0.2428,-36.5088165790367,-6.851441217824767,goodQA,highest,low,no,land
6,0.2539,-36.499758688933106,-6.851441217824767,goodQA,highest,low,no,land
7,0.2719,-36.490700798829515,-6.851441217824767,goodQA,highest,low,no,land
8,0.2824,-36.48164290872593,-6.851441217824767,goodQA,highest,low,no,land
9,0.2838,-36.47258501862233,-6.851441217824767,goodQA,highest,low,no,land
10,0.2967,-36.46352712851874,-6.851441217824767,goodQA,highest,low,no,land
11,0.294,-36.45446923841515,-6.851441217824767,goodQA,highest,low,no,land
12,0.3014,-36.445411348311566,-6.851441217824767,goodQA,highest,low,no,land
13,0.2858,-36.43635345820797,-6.851441217824767,goodQA,highest,low,no,land
14,0.2941,-36.427295568104384,-6.851441217824767,goodQA,highest,low,no,land
15,0.2814,-36.418237678000786,-6.851441217824767,goodQA,highest,low,no,land
16,0.2674,-36.40012189779361,-6.851441217824767,goodQA,highest,low,no,land
17,0.2619,-36.39106400769002,-6.851441217824767,goodQA,highest,low,no,land
18,0.2625,-36.51856363770306,-6.860434423747364,goodQA,highest,low,no,land
19,0.2527,-36.509505576658164,-6.860434423747364,goodQA,highest,low,no,land
20,0.2616,-36.500447515613274,-6.860434423747364,goodQA,highest,low,no,land
21,0.2802,-36.49138945456837,-6.860434423747364,goodQA,highest,low,no,land
22,0.2915,-36.48233139352348,-6.860434423747364,goodQA,highest,low,no,land
23,0.2824,-36.47327333247859,-6.860434423747364,goodQA,highest,low,no,land
24,0.2716,-36.46421527143369,-6.860434423747364,goodQA,highest,low,no,land
25,0.2671,-36.4551572103888,-6.860434423747364,goodQA,highest,low,no,land
26,0.2763,-36.4460991493439,-6.860434423747364,goodQA,highest,low,no,land
27,0.2806,-36.437041088299,-6.860434423747364,goodQA,highest,low,no,land
28,0.271,-36.42798302725411,-6.860434423747364,goodQA,highest,low,no,land
29,0.2772,-36.41892496620921,-6.860434423747364,goodQA,highest,low,no,land
30,0.2655,-36.409866905164314,-6.860434423747364,goodQA,highest,low,no,land
31,0.2508,-36.400808844119425,-6.860434423747364,goodQA,highest,low,no,land
32,0.25,-36.39175078307453,-6.860434423747364,goodQA,highest,low,no,land
33,0.2584,-36.51925373201195,-6.8694276296699615,goodQA,highest,low,no,land
34,0.2754,-36.510195499796126,-6.8694276296699615,goodQA,highest,low,no,land
35,0.267,-36.5011372675803,-6.8694276296699615,goodQA,highest,low,no,land
36,0.2851,-36.492079035364476,-6.8694276296699615,goodQA,highest,low,no,land
37,0.2975,-36.48302080314866,-6.8694276296699615,goodQA,highest,low,no,land
38,0.3003,-36.473962570932834,-6.8694276296699615,goodQA,highest,low,no,land
39,0.2987,-36.46490433871701,-6.8694276296699615,goodQA,highest,low,no,land
40,0.2789,-36.45584610650119,-6.8694276296699615,goodQA,highest,low,no,land
41,0.2692,-36.44678787428537,-6.8694276296699615,goodQA,highest,low,no,land
42,0.2892,-36.43772964206955,-6.8694276296699615,goodQA,highest,low,no,land
43,0.2966,-36.42867140985372,-6.8694276296699615,goodQA,highest,low,no,land
44,0.2855,-36.4196131776379,-6.8694276296699615,goodQA,highest,low,no,land
45,0.256,-36.410554945422085,-6.8694276296699615,goodQA,highest,low,no,land
46,0.2574,-36.40149671320626,-6.8694276296699615,goodQA,highest,low,no,land
47,0.239,-36.392438480990435,-6.8694276296699615,goodQA,highest,low,no,land
48,0.2478,-36.51088634853703,-6.87842083559256,goodQA,highest,low,no,land
49,0.2632,-36.50182794492064,-6.87842083559256,goodQA,highest,low,no,land
50,0.2942,-36.49276954130425,-6.87842083559256,goodQA,highest,low,no,land
51,0.2953,-36.483711137687855,-6.87842083559256,goodQA,highest,low,no,land
52,0.3009,-36.47465273407147,-6.87842083559256,goodQA,highest,low,no,land
53,0.2993,-36.46559433045507,-6.87842083559256,goodQA,highest,low,no,land
54,0.3077,-36.45653592683868,-6.87842083559256,goodQA,highest,low,no,land
55,0.3013,-36.44747752322229,-6.87842083559256,goodQA,highest,low,no,land
56,0.3091,-36.438419119605896,-6.87842083559256,goodQA,highest,low,no,land
57,0.3098,-36.4293607159895,-6.87842083559256,goodQA,highest,low,no,land
58,0.3125,-36.42030231237311,-6.87842083559256,goodQA,highest,low,no,land
59,0.2942,-36.41124390875672,-6.87842083559256,goodQA,highest,low,no,land
60,0.2766,-36.40218550514033,-6.87842083559256,goodQA,highest,low,no,land
61,0.2702,-36.39312710152394,-6.87842083559256,goodQA,highest,low,no,land
62,0.2885,-36.50251954772086,-6.887414041515157,goodQA,highest,low,no,land
63,0.2813,-36.49346097247423,-6.887414041515157,goodQA,highest,low,no,land
64,0.2858,-36.484402397227605,-6.887414041515157,goodQA,highest,low,no,land
65,0.2874,-36.47534382198098,-6.887414041515157,goodQA,highest,low,no,land
66,0.2993,-36.46628524673435,-6.887414041515157,goodQA,highest,low,no,land
67,0.3273,-36.457226671487724,-6.887414041515157,goodQA,highest,low,no,land
68,0.3455,-36.448168096241105,-6.887414041515157,goodQA,highest,low,no,land
69,0.3493,-36.439109520994464,-6.887414041515157,goodQA,highest,low,no,land
70,0.3335,-36.430050945747844,-6.887414041515157,goodQA,highest,low,no,land
71,0.3315,-36.42099237050122,-6.887414041515157,goodQA,highest,low,no,land
72,0.3405,-36.41193379525459,-6.887414041515157,goodQA,highest,low,no,land
73,0.2681,-36.402875220007964,-6.887414041515157,goodQA,highest,low,no,land
74,0.3151,-36.39381664476134,-6.887414041515157,goodQA,highest,low,no,land
75,0.2696,-36.38475806951471,-6.887414041515157,goodQA,highest,low,no,land
76,0.3051,-36.50321207606763,-6.896407247437755,goodQA,highest,low,no,land
77,0.2753,-36.494153328961076,-6.896407247437755,goodQA,highest,low,no,land
78,0.2727,-36.48509458185453,-6.896407247437755,goodQA,highest,low,no,land
79,0.2897,-36.47603583474799,-6.896407247437755,goodQA,highest,low,no,land
