system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.342,-36.53536976649717,-6.843337985549752,regularQA,decreasing4,intermediate,yes,land,no
1,0.3379,-36.52631203022179,-6.843337985549752,goodQA,decreasing2,low,yes,land,no
2,0.2306,-36.4900810851202,-6.843337985549752,cloudy,decreasing2,correction,no,land,no
3,0.3433,-36.527000535459294,-6.8523311914723495,goodQA,decreasing2,low,yes,land,no
4,0.3329,-36.51794262844948,-6.8523311914723495,goodQA,decreasing2,low,yes,land,no
5,0.3072,-36.50888472143966,-6.8523311914723495,goodQA,decreasing2,low,yes,land,no
6,0.3829,-36.49982681442984,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land,no
7,0.286,-36.49076890742001,-6.8523311914723495,cloudy,decreasing2,correction,no,land,no
8,0.3886,-36.4817110004102,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
9,0.3003,-36.47265309340038,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
10,0.4824,-36.463595186390556,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
11,0.453,-36.454537279380745,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
12,0.4379,-36.445479372370926,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
13,0.392,-36.4364214653611,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
14,0.429,-36.42736355835128,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
15,0.4416,-36.41830565134146,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land,no
16,0.3077,-36.40018983732183,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
17,0.3841,-36.39113193031201,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
18,0.2776,-36.51863188862085,-6.861324397394947,cloudy,decreasing1,correction,no,land,no
19,0.3047,-36.509573810647,-6.861324397394947,cloudy,decreasing1,correction,no,land,no
20,0.3759,-36.50051573267316,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
21,0.3732,-36.4914576546993,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
22,0.3521,-36.48239957672546,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
23,0.4494,-36.47334149875162,-6.861324397394947,regularQA,decreasing4,intermediate,yes,land,no
24,0.4326,-36.46428342077777,-6.861324397394947,regularQA,decreasing4,intermediate,yes,land,no
25,0.4276,-36.45522534280393,-6.861324397394947,regularQA,decreasing4,intermediate,yes,land,no
26,0.4275,-36.44616726483008,-6.861324397394947,regularQA,decreasing4,intermediate,yes,land,no
27,0.4127,-36.43710918685623,-6.861324397394947,regularQA,decreasing4,intermediate,yes,land,no
28,0.3946,-36.428051108882386,-6.861324397394947,regularQA,decreasing4,intermediate,yes,land,no
29,0.3896,-36.41899303090853,-6.861324397394947,regularQA,decreasing4,intermediate,yes,land,no
30,0.4284,-36.40993495293469,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
31,0.3442,-36.400876874960844,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
32,0.3958,-36.391818796987,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
33,0.1868,-36.519322074546885,-6.870317603317545,cloudy,decreasing1,correction,no,land,no
34,0.2282,-36.51026382537939,-6.870317603317545,regularQA,decreasing5,high,yes,land,no
35,0.3692,-36.50120557621189,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land,no
36,0.4207,-36.492147327044385,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land,no
37,0.4207,-36.4830890778769,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land,no
38,0.3558,-36.474030828709395,-6.870317603317545,cloudy,decreasing2,correction,no,land,no
39,0.3791,-36.46497257954189,-6.870317603317545,cloudy,decreasing2,correction,no,land,no
40,0.1448,-36.455914330374405,-6.870317603317545,cloudy,decreasing2,correction,no,land,no
41,0.1067,-36.4468560812069,-6.870317603317545,cloudy,decreasing2,correction,no,land,no
42,0.4325,-36.4377978320394,-6.870317603317545,regularQA,decreasing4,intermediate,yes,land,no
43,0.4747,-36.42873958287191,-6.870317603317545,regularQA,decreasing4,high,yes,land,no
44,0.3732,-36.4196813337044,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land,no
