system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.2009,-36.53536976649717,-6.843337985549752,regularQA,decreasing3,intermediate,yes,land,no
1,0.23,-36.52631203022179,-6.843337985549752,goodQA,lower,low,yes,land,no
2,0.2266,-36.4900810851202,-6.843337985549752,regularQA,decreasing3,intermediate,yes,land,no
3,0.2103,-36.527000535459294,-6.8523311914723495,cloudy,lower,low,yes,land,no
4,0.2307,-36.51794262844948,-6.8523311914723495,goodQA,lower,low,yes,land,no
5,0.2186,-36.50888472143966,-6.8523311914723495,goodQA,decreasing1,low,yes,land,no
6,0.2201,-36.49982681442984,-6.8523311914723495,goodQA,decreasing1,low,no,land,no
7,0.2777,-36.49076890742001,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land,no
8,0.2229,-36.4817110004102,-6.8523311914723495,cloudy,decreasing1,correction,no,land,no
9,0.1531,-36.47265309340038,-6.8523311914723495,cloudy,decreasing2,correction,no,land,no
10,0.2165,-36.463595186390556,-6.8523311914723495,cloudy,decreasing2,intermediate,yes,land,no
11,0.0843,-36.454537279380745,-6.8523311914723495,cloudy,decreasing2,correction,no,land,no
12,0.1601,-36.445479372370926,-6.8523311914723495,cloudy,decreasing1,correction,no,land,no
13,0.2709,-36.4364214653611,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
14,0.2808,-36.42736355835128,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land,no
15,0.2564,-36.41830565134146,-6.8523311914723495,goodQA,highest,low,no,land,no
16,0.2138,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land,no
17,0.2195,-36.39113193031201,-6.8523311914723495,goodQA,highest,low,no,land,no
18,0.2095,-36.51863188862085,-6.861324397394947,goodQA,lower,low,yes,land,no
19,0.2201,-36.509573810647,-6.861324397394947,goodQA,decreasing1,low,yes,land,no
20,0.2242,-36.50051573267316,-6.861324397394947,goodQA,decreasing1,low,no,land,no
21,0.2375,-36.4914576546993,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
22,0.2869,-36.48239957672546,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
23,0.2338,-36.47334149875162,-6.861324397394947,cloudy,decreasing1,correction,no,land,no
24,0.2777,-36.46428342077777,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land,no
25,0.2906,-36.45522534280393,-6.861324397394947,regularQA,decreasing3,high,yes,land,no
26,0.2623,-36.44616726483008,-6.861324397394947,cloudy,decreasing1,correction,no,land,no
27,0.2225,-36.43710918685623,-6.861324397394947,cloudy,decreasing1,correction,no,land,no
28,0.245,-36.428051108882386,-6.861324397394947,cloudy,lower,low,yes,land,no
29,0.2262,-36.41899303090853,-6.861324397394947,goodQA,highest,low,no,land,no
30,0.2492,-36.40993495293469,-6.861324397394947,goodQA,highest,low,no,land,no
31,0.2286,-36.400876874960844,-6.861324397394947,cloudy,highest,low,no,land,no
32,0.2259,-36.391818796987,-6.861324397394947,cloudy,lower,low,yes,land,no
33,0.2073,-36.519322074546885,-6.870317603317545,goodQA,lower,low,yes,land,no
34,0.2228,-36.51026382537939,-6.870317603317545,goodQA,decreasing1,low,yes,land,no
35,0.2479,-36.50120557621189,-6.870317603317545,goodQA,decreasing1,low,no,land,no
36,0.2293,-36.492147327044385,-6.870317603317545,goodQA,decreasing2,low,yes,land,no
37,0.2858,-36.4830890778769,-6.870317603317545,cloudy,decreasing2,intermediate,yes,land,no
38,0.2361,-36.474030828709395,-6.870317603317545,cloudy,decreasing1,correction,no,land,no
39,0.3088,-36.46497257954189,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land,no
40,0.2583,-36.455914330374405,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land,no
41,0.1522,-36.4468560812069,-6.870317603317545,cloudy,decreasing1,correction,no,land,no
42,0.2474,-36.4377978320394,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land,no
43,0.2594,-36.42873958287191,-6.870317603317545,cloudy,decreasing1,correction,no,land,no
44,0.2328,-36.4196813337044,-6.870317603317545,goodQA,lower,low,yes,land,no
45,0.2238,-36.410623084536915,-6.870317603317545,goodQA,lower,low,yes,land,no
46,0.2359,-36.40156483536942,-6.870317603317545,cloudy,decreasing1,intermediate,yes,land,no
47,0.2351,-36.39250658620191,-6.870317603317545,cloudy,decreasing1,intermediate,yes,land,no
48,0.2101,-36.51095476572329,-6.879310809240143,goodQA,highest,low,no,land,no
49,0.2242,-36.501896345132494,-6.879310809240143,cloudy,lower,low,yes,land,no
50,0.2323,-36.492837924541696,-6.879310809240143,goodQA,lower,low,yes,land,no
51,0.2283,-36.483779503950906,-6.879310809240143,cloudy,decreasing2,intermediate,yes,land,no
52,0.2804,-36.47472108336011,-6.879310809240143,regularQA,decreasing1,intermediate,yes,land,no
53,0.3078,-36.46566266276931,-6.879310809240143,cloudy,decreasing1,correction,no,land,no
54,0.2595,-36.45660424217852,-6.879310809240143,cloudy,decreasing1,correction,no,land,no
55,0.2756,-36.44754582158773,-6.879310809240143,cloudy,decreasing1,correction,no,land,no
56,0.2474,-36.438487400996934,-6.879310809240143,regularQA,decreasing2,intermediate,yes,land,no
57,0.2873,-36.42942898040614,-6.879310809240143,regularQA,decreasing1,intermediate,yes,land,no
58,0.2867,-36.42037055981534,-6.879310809240143,cloudy,decreasing1,correction,no,land,no
59,0.1371,-36.41131213922455,-6.879310809240143,cloudy,decreasing1,correction,no,land,no
60,0.2877,-36.40225371863376,-6.879310809240143,regularQA,decreasing1,intermediate,yes,land,no
61,0.2909,-36.393195298042954,-6.879310809240143,regularQA,decreasing1,intermediate,yes,land,no
62,0.264,-36.384136877452164,-6.879310809240143,regularQA,decreasing1,intermediate,yes,land,no
63,0.2686,-36.502588039521555,-6.88830401516274,goodQA,highest,low,no,land,no
64,0.2553,-36.49352944727779,-6.88830401516274,goodQA,lower,low,yes,land,no
65,0.2357,-36.484470855034026,-6.88830401516274,goodQA,lower,low,yes,land,no
66,0.2214,-36.47541226279027,-6.88830401516274,goodQA,lower,low,yes,land,no
67,0.357,-36.46635367054651,-6.88830401516274,regularQA,decreasing1,intermediate,yes,land,no
68,0.3458,-36.45729507830276,-6.88830401516274,regularQA,decreasing2,intermediate,yes,land,no
69,0.3965,-36.448236486059,-6.88830401516274,regularQA,decreasing6,high,yes,land,no
70,0.2304,-36.439177893815234,-6.88830401516274,cloudy,decreasing1,correction,no,land,no
71,0.3156,-36.43011930157148,-6.88830401516274,goodQA,lower,low,yes,land,no
72,0.3715,-36.42106070932772,-6.88830401516274,regularQA,decreasing1,intermediate,no,land,no
73,0.3715,-36.412002117083965,-6.88830401516274,regularQA,decreasing1,intermediate,no,land,no
74,0.3088,-36.402943524840204,-6.88830401516274,regularQA,decreasing1,intermediate,yes,land,no
75,0.3358,-36.39388493259644,-6.88830401516274,regularQA,decreasing1,intermediate,yes,land,no
76,0.2635,-36.38482634035268,-6.88830401516274,regularQA,decreasing1,intermediate,yes,land,no
77,0.2915,-36.50328065946575,-6.8972972210853385,goodQA,highest,low,no,land,no
78,0.2434,-36.49422189533933,-6.8972972210853385,goodQA,lower,low,yes,land,no
79,0.2439,-36.48516313121292,-6.8972972210853385,goodQA,lower,low,yes,land,no
80,0.3032,-36.47610436708651,-6.8972972210853385,regularQA,decreasing4,intermediate,yes,land,no
81,0.2218,-36.4670456029601,-6.8972972210853385,cloudy,decreasing1,correction,no,land,no
82,0.3573,-36.45798683883369,-6.8972972210853385,regularQA,decreasing1,intermediate,yes,land,no
83,0.3623,-36.44892807470728,-6.8972972210853385,regularQA,decreasing1,intermediate,yes,land,no
84,0.3614,-36.43986931058087,-6.8972972210853385,regularQA,decreasing1,intermediate,yes,land,no
85,0.2884,-36.43081054645446,-6.8972972210853385,goodQA,lower,low,yes,land,no
86,0.3377,-36.42175178232804,-6.8972972210853385,regularQA,decreasing1,intermediate,no,land,no
87,0.3377,-36.41269301820164,-6.8972972210853385,regularQA,decreasing1,intermediate,no,land,no
