system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.3993,-36.53536976649717,-6.843337985549752,regularQA,decreasing4,high,yes,land
1,0.2496,-36.52631203022179,-6.843337985549752,cloudy,decreasing1,correction,no,land
2,0.2274,-36.4900810851202,-6.843337985549752,regularQA,decreasing6,high,yes,land
3,0.4069,-36.527000535459294,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land
4,0.3534,-36.51794262844948,-6.8523311914723495,regularQA,decreasing3,intermediate,yes,land
5,0.4136,-36.50888472143966,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land
6,0.3882,-36.49982681442984,-6.8523311914723495,regularQA,decreasing3,intermediate,yes,land
7,0.435,-36.49076890742001,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land
8,0.4322,-36.4817110004102,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land
9,0.4196,-36.47265309340038,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land
10,0.3974,-36.463595186390556,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land
11,0.3814,-36.454537279380745,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land
12,0.3403,-36.445479372370926,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land
13,0.2776,-36.4364214653611,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land
14,0.4621,-36.42736355835128,-6.8523311914723495,regularQA,decreasing4,high,yes,land
15,0.2978,-36.41830565134146,-6.8523311914723495,regularQA,decreasing3,intermediate,yes,land
16,0.4039,-36.40018983732183,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land
17,0.3635,-36.39113193031201,-6.8523311914723495,regularQA,decreasing3,intermediate,yes,land
18,0.3861,-36.51863188862085,-6.861324397394947,regularQA,decreasing3,intermediate,yes,land
19,0.4175,-36.509573810647,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land
20,0.4274,-36.50051573267316,-6.861324397394947,regularQA,decreasing3,intermediate,yes,land
21,0.463,-36.4914576546993,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land
22,0.4465,-36.48239957672546,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land
23,0.44,-36.47334149875162,-6.861324397394947,regularQA,decreasing2,intermediate,yes,land
24,0.4576,-36.46428342077777,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land
25,0.4018,-36.45522534280393,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land
26,0.4256,-36.44616726483008,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land
27,0.3902,-36.43710918685623,-6.861324397394947,goodQA,lower,low,yes,land
28,0.3832,-36.428051108882386,-6.861324397394947,goodQA,lower,low,yes,land
29,0.3459,-36.41899303090853,-6.861324397394947,regularQA,decreasing4,high,yes,land
30,0.375,-36.40993495293469,-6.861324397394947,cloudy,decreasing4,correction,no,land
31,0.331,-36.400876874960844,-6.861324397394947,cloudy,decreasing2,correction,no,land
32,0.3439,-36.391818796987,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land
33,0.4145,-36.519322074546885,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land
34,0.4205,-36.51026382537939,-6.870317603317545,regularQA,decreasing3,high,yes,land
35,0.5003000000000001,-36.50120557621189,-6.870317603317545,regularQA,decreasing2,intermediate,yes,land
36,0.4331,-36.492147327044385,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land
37,0.4973,-36.4830890778769,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land
