system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.2605,-36.53536976649717,-6.843337985549752,goodQA,highest,low,no,land
1,0.2465,-36.52631203022179,-6.843337985549752,goodQA,highest,low,no,land
2,0.2709,-36.4900810851202,-6.843337985549752,goodQA,highest,low,no,land
3,0.238,-36.527000535459294,-6.8523311914723495,goodQA,highest,low,no,land
4,0.24,-36.51794262844948,-6.8523311914723495,goodQA,highest,low,no,land
5,0.239,-36.50888472143966,-6.8523311914723495,goodQA,highest,low,no,land
6,0.2631,-36.49982681442984,-6.8523311914723495,goodQA,highest,low,no,land
7,0.2784,-36.49076890742001,-6.8523311914723495,goodQA,highest,low,no,land
8,0.2876,-36.4817110004102,-6.8523311914723495,goodQA,highest,low,no,land
9,0.2773,-36.47265309340038,-6.8523311914723495,goodQA,highest,low,no,land
10,0.2729,-36.463595186390556,-6.8523311914723495,goodQA,highest,low,no,land
11,0.2821,-36.454537279380745,-6.8523311914723495,goodQA,highest,low,no,land
12,0.2827,-36.445479372370926,-6.8523311914723495,goodQA,highest,low,no,land
13,0.2768,-36.4364214653611,-6.8523311914723495,goodQA,highest,low,no,land
14,0.2705,-36.42736355835128,-6.8523311914723495,goodQA,highest,low,no,land
15,0.2457,-36.41830565134146,-6.8523311914723495,goodQA,highest,low,no,land
16,0.2492,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land
17,0.2483,-36.39113193031201,-6.8523311914723495,goodQA,highest,low,no,land
18,0.2506,-36.51863188862085,-6.861324397394947,goodQA,highest,low,no,land
19,0.2376,-36.509573810647,-6.861324397394947,goodQA,highest,low,no,land
20,0.2552,-36.50051573267316,-6.861324397394947,goodQA,highest,low,no,land
21,0.2853,-36.4914576546993,-6.861324397394947,goodQA,highest,low,no,land
22,0.3011,-36.48239957672546,-6.861324397394947,goodQA,highest,low,no,land
23,0.2754,-36.47334149875162,-6.861324397394947,goodQA,highest,low,no,land
24,0.2762,-36.46428342077777,-6.861324397394947,goodQA,highest,low,no,land
25,0.3026,-36.45522534280393,-6.861324397394947,goodQA,highest,low,no,land
26,0.2841,-36.44616726483008,-6.861324397394947,goodQA,highest,low,no,land
27,0.2452,-36.43710918685623,-6.861324397394947,goodQA,highest,low,no,land
28,0.2498,-36.428051108882386,-6.861324397394947,goodQA,highest,low,no,land
29,0.2519,-36.41899303090853,-6.861324397394947,goodQA,highest,low,no,land
30,0.2432,-36.40993495293469,-6.861324397394947,goodQA,highest,low,no,land
31,0.2355,-36.400876874960844,-6.861324397394947,goodQA,highest,low,no,land
32,0.2299,-36.391818796987,-6.861324397394947,goodQA,highest,low,no,land
33,0.2362,-36.519322074546885,-6.870317603317545,goodQA,highest,low,no,land
34,0.2724,-36.51026382537939,-6.870317603317545,goodQA,highest,low,no,land
35,0.2815,-36.50120557621189,-6.870317603317545,goodQA,highest,low,no,land
36,0.2982,-36.492147327044385,-6.870317603317545,goodQA,highest,low,no,land
37,0.3088,-36.4830890778769,-6.870317603317545,goodQA,highest,low,no,land
38,0.365,-36.474030828709395,-6.870317603317545,goodQA,highest,low,no,land
39,0.3908,-36.46497257954189,-6.870317603317545,goodQA,highest,low,no,land
40,0.335,-36.455914330374405,-6.870317603317545,goodQA,highest,low,no,land
41,0.2708,-36.4468560812069,-6.870317603317545,goodQA,highest,low,no,land
42,0.2726,-36.4377978320394,-6.870317603317545,goodQA,highest,low,no,land
43,0.2921,-36.42873958287191,-6.870317603317545,goodQA,highest,low,no,land
44,0.2588,-36.4196813337044,-6.870317603317545,goodQA,highest,low,no,land
45,0.2464,-36.410623084536915,-6.870317603317545,goodQA,highest,low,no,land
46,0.2495,-36.40156483536942,-6.870317603317545,goodQA,highest,low,no,land
47,0.2267,-36.39250658620191,-6.870317603317545,goodQA,highest,low,no,land
48,0.29,-36.51095476572329,-6.879310809240143,goodQA,highest,low,no,land
49,0.2953,-36.501896345132494,-6.879310809240143,goodQA,highest,low,no,land
50,0.311,-36.492837924541696,-6.879310809240143,goodQA,highest,low,no,land
51,0.3394,-36.483779503950906,-6.879310809240143,goodQA,highest,low,no,land
52,0.3821,-36.47472108336011,-6.879310809240143,goodQA,highest,low,no,land
53,0.3876,-36.46566266276931,-6.879310809240143,goodQA,highest,low,no,land
54,0.3344,-36.45660424217852,-6.879310809240143,goodQA,highest,low,no,land
55,0.3043,-36.44754582158773,-6.879310809240143,goodQA,highest,low,no,land
56,0.2948,-36.438487400996934,-6.879310809240143,goodQA,highest,low,no,land
57,0.2907,-36.42942898040614,-6.879310809240143,goodQA,highest,low,no,land
58,0.2793,-36.42037055981534,-6.879310809240143,goodQA,highest,low,no,land
59,0.266,-36.41131213922455,-6.879310809240143,goodQA,highest,low,no,land
