system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.5023,-36.53536976649717,-6.843337985549752,goodQA,highest,low,no,land,no
1,0.4798,-36.52631203022179,-6.843337985549752,goodQA,highest,low,no,land,no
2,0.621,-36.4900810851202,-6.843337985549752,goodQA,highest,low,no,land,no
3,0.4803,-36.527000535459294,-6.8523311914723495,goodQA,highest,low,no,land,no
4,0.4943,-36.51794262844948,-6.8523311914723495,goodQA,highest,low,no,land,no
5,0.4756,-36.50888472143966,-6.8523311914723495,goodQA,highest,low,no,land,no
6,0.5522,-36.49982681442984,-6.8523311914723495,goodQA,highest,low,no,land,no
7,0.5709000000000001,-36.49076890742001,-6.8523311914723495,goodQA,highest,low,no,land,no
8,0.5855,-36.4817110004102,-6.8523311914723495,goodQA,highest,low,no,land,no
9,0.6303000000000001,-36.47265309340038,-6.8523311914723495,goodQA,highest,low,no,land,no
10,0.6013000000000001,-36.463595186390556,-6.8523311914723495,goodQA,highest,low,no,land,no
11,0.6134000000000001,-36.454537279380745,-6.8523311914723495,goodQA,highest,low,no,land,no
12,0.6518,-36.445479372370926,-6.8523311914723495,goodQA,highest,low,no,land,no
13,0.6463,-36.4364214653611,-6.8523311914723495,goodQA,highest,low,no,land,no
14,0.6513,-36.42736355835128,-6.8523311914723495,goodQA,highest,low,no,land,no
15,0.5505,-36.41830565134146,-6.8523311914723495,goodQA,highest,low,no,land,no
16,0.5496,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land,no
17,0.5397000000000001,-36.39113193031201,-6.8523311914723495,goodQA,highest,low,no,land,no
18,0.4988,-36.51863188862085,-6.861324397394947,goodQA,highest,low,no,land,no
19,0.4799,-36.509573810647,-6.861324397394947,goodQA,highest,low,no,land,no
20,0.4967,-36.50051573267316,-6.861324397394947,goodQA,highest,low,no,land,no
21,0.5750000000000001,-36.4914576546993,-6.861324397394947,goodQA,highest,low,no,land,no
22,0.5949,-36.48239957672546,-6.861324397394947,goodQA,highest,low,no,land,no
23,0.6227,-36.47334149875162,-6.861324397394947,goodQA,highest,low,no,land,no
24,0.6346,-36.46428342077777,-6.861324397394947,goodQA,highest,low,no,land,no
25,0.5940000000000001,-36.45522534280393,-6.861324397394947,goodQA,highest,low,no,land,no
26,0.5966,-36.44616726483008,-6.861324397394947,goodQA,highest,low,no,land,no
27,0.5766,-36.43710918685623,-6.861324397394947,goodQA,highest,low,no,land,no
28,0.5642,-36.428051108882386,-6.861324397394947,goodQA,highest,low,no,land,no
29,0.548,-36.41899303090853,-6.861324397394947,goodQA,highest,low,no,land,no
30,0.5672,-36.40993495293469,-6.861324397394947,goodQA,highest,low,no,land,no
31,0.5596,-36.400876874960844,-6.861324397394947,goodQA,highest,low,no,land,no
32,0.5443,-36.391818796987,-6.861324397394947,goodQA,highest,low,no,land,no
33,0.4515,-36.519322074546885,-6.870317603317545,goodQA,highest,low,no,land,no
34,0.4651,-36.51026382537939,-6.870317603317545,goodQA,highest,low,no,land,no
35,0.5596,-36.50120557621189,-6.870317603317545,goodQA,highest,low,no,land,no
36,0.5709000000000001,-36.492147327044385,-6.870317603317545,goodQA,highest,low,no,land,no
37,0.606,-36.4830890778769,-6.870317603317545,goodQA,highest,low,no,land,no
38,0.6469,-36.474030828709395,-6.870317603317545,goodQA,highest,low,no,land,no
39,0.6218,-36.46497257954189,-6.870317603317545,goodQA,highest,low,no,land,no
40,0.6175,-36.455914330374405,-6.870317603317545,goodQA,highest,low,no,land,no
41,0.5572,-36.4468560812069,-6.870317603317545,goodQA,highest,low,no,land,no
42,0.6044,-36.4377978320394,-6.870317603317545,goodQA,highest,low,no,land,no
43,0.6528,-36.42873958287191,-6.870317603317545,goodQA,highest,low,no,land,no
44,0.6013000000000001,-36.4196813337044,-6.870317603317545,goodQA,highest,low,no,land,no
45,0.5811000000000001,-36.410623084536915,-6.870317603317545,goodQA,highest,low,no,land,no
46,0.5941000000000001,-36.40156483536942,-6.870317603317545,goodQA,highest,low,no,land,no
47,0.521,-36.39250658620191,-6.870317603317545,goodQA,highest,low,no,land,no
48,0.4139,-36.51095476572329,-6.879310809240143,goodQA,highest,low,no,land,no
49,0.4745,-36.501896345132494,-6.879310809240143,goodQA,highest,low,no,land,no
50,0.5352,-36.492837924541696,-6.879310809240143,goodQA,highest,low,no,land,no
51,0.5745,-36.483779503950906,-6.879310809240143,goodQA,highest,low,no,land,no
52,0.5942000000000001,-36.47472108336011,-6.879310809240143,goodQA,highest,low,no,land,no
53,0.5117,-36.46566266276931,-6.879310809240143,goodQA,highest,low,no,land,no
54,0.5973,-36.45660424217852,-6.879310809240143,goodQA,highest,low,no,land,no
55,0.5553,-36.44754582158773,-6.879310809240143,goodQA,highest,low,no,land,no
56,0.6835,-36.438487400996934,-6.879310809240143,goodQA,highest,low,no,land,no
57,0.6749,-36.42942898040614,-6.879310809240143,goodQA,highest,low,no,land,no
58,0.6522,-36.42037055981534,-6.879310809240143,goodQA,highest,low,no,land,no
59,0.6464000000000001,-36.41131213922455,-6.879310809240143,goodQA,highest,low,no,land,no
60,0.6369,-36.40225371863376,-6.879310809240143,goodQA,highest,low,no,land,no
61,0.5797,-36.393195298042954,-6.879310809240143,goodQA,highest,low,no,land,no
62,0.5061,-36.384136877452164,-6.879310809240143,goodQA,highest,low,no,land,no
63,0.5880000000000001,-36.502588039521555,-6.88830401516274,goodQA,highest,low,no,land,no
64,0.5219,-36.49352944727779,-6.88830401516274,goodQA,highest,low,no,land,no
