system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.5023,-36.53533571462549,-6.842892998725961,goodQA,highest,low,no,land
1,0.516,-36.52627798679213,-6.842892998725961,goodQA,highest,low,no,land
2,0.5145000000000001,-36.4900470754587,-6.842892998725961,goodQA,highest,low,no,land
3,0.5081,-36.526966446218154,-6.851886204648558,goodQA,highest,low,no,land
4,0.499,-36.51790854766173,-6.851886204648558,goodQA,highest,low,no,land
5,0.5198,-36.508850649105305,-6.851886204648558,goodQA,highest,low,no,land
6,0.5148,-36.499792750548885,-6.851886204648558,goodQA,highest,low,no,land
7,0.5173,-36.49073485199246,-6.851886204648558,goodQA,highest,low,no,land
8,0.5492,-36.48167695343603,-6.851886204648558,goodQA,highest,low,no,land
9,0.5178,-36.47261905487961,-6.851886204648558,goodQA,highest,low,no,land
10,0.4971,-36.46356115632318,-6.851886204648558,goodQA,highest,low,no,land
11,0.4631,-36.45450325776676,-6.851886204648558,goodQA,highest,low,no,land
12,0.4756,-36.44544535921034,-6.851886204648558,goodQA,highest,low,no,land
13,0.4948,-36.43638746065391,-6.851886204648558,goodQA,highest,low,no,land
14,0.52,-36.42732956209749,-6.851886204648558,goodQA,highest,low,no,land
15,0.4424,-36.41827166354106,-6.851886204648558,goodQA,highest,low,no,land
16,0.4151,-36.400155866428214,-6.851886204648558,goodQA,highest,low,no,land
17,0.3954,-36.391097967871794,-6.851886204648558,goodQA,highest,low,no,shorelines
18,0.5025000000000001,-36.5185977620287,-6.860879410571156,goodQA,highest,low,no,land
19,0.5011,-36.5095396925196,-6.860879410571156,goodQA,highest,low,no,land
20,0.5174,-36.500481623010515,-6.860879410571156,goodQA,highest,low,no,land
21,0.5419,-36.49142355350143,-6.860879410571156,goodQA,highest,low,no,land
22,0.5612,-36.48236548399234,-6.860879410571156,goodQA,highest,low,no,land
23,0.5168,-36.47330741448325,-6.860879410571156,goodQA,highest,low,no,land
24,0.4739,-36.46424934497416,-6.860879410571156,goodQA,highest,low,no,land
25,0.4389,-36.45519127546507,-6.860879410571156,goodQA,highest,low,no,land
26,0.4419,-36.44613320595598,-6.860879410571156,goodQA,highest,low,no,land
27,0.4543,-36.437075136446886,-6.860879410571156,goodQA,highest,low,no,land
28,0.4442,-36.428017066937805,-6.860879410571156,goodQA,highest,low,no,land
29,0.4493,-36.4189589974287,-6.860879410571156,goodQA,highest,low,no,land
30,0.4052,-36.40990092791962,-6.860879410571156,goodQA,highest,low,no,land
31,0.3879,-36.40084285841053,-6.860879410571156,goodQA,highest,low,no,land
32,0.3408,-36.39178478890144,-6.860879410571156,goodQA,highest,low,no,shorelines
33,0.4998,-36.519287902146054,-6.869872616493754,goodQA,highest,low,no,land
34,0.5131,-36.510229661454666,-6.869872616493754,goodQA,highest,low,no,land
35,0.5245000000000001,-36.50117142076329,-6.869872616493754,goodQA,highest,low,no,land
36,0.5441,-36.49211318007191,-6.869872616493754,goodQA,highest,low,no,land
37,0.558,-36.48305493938053,-6.869872616493754,goodQA,highest,low,no,land
38,0.5497000000000001,-36.473996698689156,-6.869872616493754,goodQA,highest,low,no,land
39,0.5266000000000001,-36.464938457997775,-6.869872616493754,goodQA,highest,low,no,land
40,0.4819,-36.455880217306394,-6.869872616493754,goodQA,highest,low,no,land
41,0.4534,-36.44682197661503,-6.869872616493754,goodQA,highest,low,no,land
