system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.4028,-36.53533571462549,-6.842892998725961,goodQA,lower,low,no,land,no
1,0.3502,-36.52627798679213,-6.842892998725961,goodQA,lower,low,no,land,no
2,0.296,-36.4900470754587,-6.842892998725961,goodQA,lower,low,no,land,no
3,0.3708,-36.526966446218154,-6.851886204648558,goodQA,lower,low,no,land,no
4,0.3281,-36.51790854766173,-6.851886204648558,goodQA,lower,low,no,land,no
5,0.3019,-36.508850649105305,-6.851886204648558,goodQA,lower,low,no,land,no
6,0.2939,-36.499792750548885,-6.851886204648558,goodQA,lower,low,no,land,no
7,0.2995,-36.49073485199246,-6.851886204648558,goodQA,lower,low,no,land,no
8,0.2995,-36.48167695343603,-6.851886204648558,goodQA,lower,low,no,land,no
9,0.2942,-36.47261905487961,-6.851886204648558,goodQA,lower,low,no,land,no
10,0.2893,-36.46356115632318,-6.851886204648558,goodQA,lower,low,no,land,no
11,0.296,-36.45450325776676,-6.851886204648558,goodQA,lower,low,no,land,no
12,0.3082,-36.44544535921034,-6.851886204648558,goodQA,lower,low,no,land,no
13,0.2914,-36.43638746065391,-6.851886204648558,goodQA,lower,low,no,land,no
14,0.2876,-36.42732956209749,-6.851886204648558,goodQA,lower,low,no,land,no
15,0.2556,-36.41827166354106,-6.851886204648558,goodQA,lower,low,no,land,no
16,0.2257,-36.400155866428214,-6.851886204648558,goodQA,lower,low,no,shorelines,no
17,0.2191,-36.391097967871794,-6.851886204648558,goodQA,lower,low,no,shorelines,no
18,0.3567,-36.5185977620287,-6.860879410571156,goodQA,lower,low,no,land,no
19,0.3087,-36.5095396925196,-6.860879410571156,goodQA,lower,low,no,land,no
20,0.3007,-36.500481623010515,-6.860879410571156,goodQA,lower,low,no,land,no
21,0.3046,-36.49142355350143,-6.860879410571156,goodQA,lower,low,no,land,no
22,0.3043,-36.48236548399234,-6.860879410571156,goodQA,lower,low,no,land,no
23,0.2865,-36.47330741448325,-6.860879410571156,goodQA,lower,low,no,land,no
24,0.2696,-36.46424934497416,-6.860879410571156,goodQA,lower,low,no,land,no
25,0.2753,-36.45519127546507,-6.860879410571156,goodQA,lower,low,no,land,no
26,0.2858,-36.44613320595598,-6.860879410571156,goodQA,lower,low,no,land,no
27,0.286,-36.437075136446886,-6.860879410571156,goodQA,lower,low,no,land,no
28,0.2661,-36.428017066937805,-6.860879410571156,goodQA,lower,low,no,land,no
29,0.2385,-36.4189589974287,-6.860879410571156,goodQA,lower,low,no,land,no
30,0.2281,-36.40990092791962,-6.860879410571156,goodQA,lower,low,no,shorelines,no
31,0.2141,-36.40084285841053,-6.860879410571156,goodQA,lower,low,no,shorelines,no
32,0.2053,-36.39178478890144,-6.860879410571156,goodQA,lower,low,no,shorelines,no
33,0.3759,-36.519287902146054,-6.869872616493754,goodQA,lower,low,no,land,no
34,0.3656,-36.510229661454666,-6.869872616493754,goodQA,lower,low,no,land,no
35,0.3301,-36.50117142076329,-6.869872616493754,goodQA,lower,low,no,land,no
36,0.3117,-36.49211318007191,-6.869872616493754,goodQA,lower,low,no,land,no
37,0.3099,-36.48305493938053,-6.869872616493754,goodQA,lower,low,no,land,no
38,0.3015,-36.473996698689156,-6.869872616493754,goodQA,lower,low,no,land,no
39,0.2969,-36.464938457997775,-6.869872616493754,goodQA,lower,low,no,land,no
40,0.286,-36.455880217306394,-6.869872616493754,goodQA,lower,low,no,land,no
41,0.3,-36.44682197661503,-6.869872616493754,goodQA,lower,low,no,land,no
42,0.3024,-36.43776373592364,-6.869872616493754,goodQA,lower,low,no,land,no
43,0.2742,-36.42870549523226,-6.869872616493754,goodQA,lower,low,no,land,no
44,0.2429,-36.419647254540884,-6.869872616493754,goodQA,lower,low,no,land,no
45,0.2311,-36.4105890138495,-6.869872616493754,goodQA,lower,low,no,land,no
46,0.1887,-36.40153077315812,-6.869872616493754,goodQA,highest,low,no,land,no
47,0.2047,-36.39247253246675,-6.869872616493754,goodQA,lower,low,no,land,no
48,0.3735,-36.51092055599697,-6.878865822416351,goodQA,lower,low,no,land,no
49,0.3444,-36.50186214389366,-6.878865822416351,goodQA,lower,low,no,land,no
50,0.3161,-36.492803731790346,-6.878865822416351,goodQA,lower,low,no,land,no
51,0.313,-36.48374531968704,-6.878865822416351,goodQA,lower,low,no,land,no
52,0.3066,-36.47468690758373,-6.878865822416351,goodQA,lower,low,no,land,no
53,0.3039,-36.46562849548041,-6.878865822416351,goodQA,lower,low,no,land,no
54,0.2983,-36.4565700833771,-6.878865822416351,goodQA,lower,low,no,land,no
55,0.2898,-36.44751167127379,-6.878865822416351,goodQA,lower,low,no,land,no
56,0.2944,-36.43845325917047,-6.878865822416351,goodQA,lower,low,no,land,no
57,0.2833,-36.42939484706716,-6.878865822416351,goodQA,lower,low,no,land,no
58,0.2672,-36.42033643496384,-6.878865822416351,goodQA,lower,low,no,land,no
59,0.2521,-36.411278022860536,-6.878865822416351,goodQA,lower,low,no,land,no
60,0.2348,-36.40221961075723,-6.878865822416351,goodQA,lower,low,no,land,no
61,0.2231,-36.39316119865391,-6.878865822416351,goodQA,lower,low,no,land,no
62,0.4254,-36.50255379248819,-6.88785902833895,goodQA,lower,low,no,land,no
63,0.3778,-36.493495208743276,-6.88785902833895,goodQA,lower,low,no,land,no
64,0.3186,-36.48443662499837,-6.88785902833895,goodQA,lower,low,no,land,no
65,0.2939,-36.47537804125346,-6.88785902833895,goodQA,lower,low,no,land,no
66,0.2974,-36.46631945750855,-6.88785902833895,goodQA,lower,low,no,land,no
67,0.334,-36.45726087376363,-6.88785902833895,goodQA,lower,low,no,land,no
68,0.3498,-36.44820229001873,-6.88785902833895,goodQA,lower,low,no,land,no
69,0.3346,-36.4391437062738,-6.88785902833895,goodQA,lower,low,no,land,no
70,0.2861,-36.4300851225289,-6.88785902833895,regularQA,lower,intermediate,no,land,no
71,0.2794,-36.421026538783984,-6.88785902833895,goodQA,lower,low,no,land,no
72,0.2837,-36.411967955039074,-6.88785902833895,goodQA,lower,low,no,land,no
73,0.2662,-36.402909371294164,-6.88785902833895,goodQA,lower,low,no,land,no
74,0.2603,-36.393850787549255,-6.88785902833895,goodQA,lower,low,no,land,no
75,0.2412,-36.38479220380434,-6.88785902833895,goodQA,lower,low,no,land,no
76,0.45,-36.503246366633576,-6.896852234261547,goodQA,lower,low,no,land,no
77,0.3388,-36.49418761101737,-6.896852234261547,goodQA,lower,low,no,land,no
78,0.3225,-36.48512885540117,-6.896852234261547,goodQA,lower,low,no,land,no
79,0.3051,-36.47607009978498,-6.896852234261547,goodQA,lower,low,no,land,no
80,0.2982,-36.467011344168775,-6.896852234261547,goodQA,lower,low,no,land,no
81,0.3429,-36.45795258855257,-6.896852234261547,goodQA,lower,low,no,land,no
82,0.3746,-36.448893832936385,-6.896852234261547,goodQA,lower,low,no,land,no
83,0.3676,-36.43983507732018,-6.896852234261547,goodQA,lower,low,no,land,no
84,0.2864,-36.43077632170399,-6.896852234261547,regularQA,lower,intermediate,no,land,no
85,0.2811,-36.42171756608778,-6.896852234261547,goodQA,lower,low,no,land,no
86,0.2431,-36.412658810471584,-6.896852234261547,goodQA,lower,low,no,land,no
87,0.2307,-36.40360005485539,-6.896852234261547,goodQA,lower,low,no,land,no
88,0.2341,-36.39454129923919,-6.896852234261547,goodQA,lower,low,no,land,no
89,0.2408,-36.385482543622985,-6.896852234261547,goodQA,lower,low,no,land,no
90,0.2621,-36.3764237880068,-6.896852234261547,goodQA,lower,low,no,land,no
91,0.3594,-36.49488093869942,-6.9058454401841445,goodQA,lower,low,no,land,no
92,0.3375,-36.48582201098222,-6.9058454401841445,goodQA,lower,low,no,land,no
93,0.3117,-36.47676308326503,-6.9058454401841445,goodQA,lower,low,no,land,no
94,0.3251,-36.46770415554783,-6.9058454401841445,goodQA,lower,low,no,land,no
95,0.3151,-36.45864522783064,-6.9058454401841445,goodQA,lower,low,no,land,no
96,0.3395,-36.449586300113445,-6.9058454401841445,goodQA,lower,low,no,land,no
