system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.6435000000000001,-36.53536976649717,-6.843337985549752,regularQA,decreasing5,high,yes,land,no
1,0.6427,-36.52631203022179,-6.843337985549752,regularQA,decreasing1,intermediate,yes,land,no
2,0.6464000000000001,-36.4900810851202,-6.843337985549752,regularQA,decreasing1,intermediate,yes,land,no
3,0.4688,-36.527000535459294,-6.8523311914723495,goodQA,decreasing2,low,yes,land,no
4,0.606,-36.51794262844948,-6.8523311914723495,goodQA,lower,low,yes,land,no
5,0.5394,-36.50888472143966,-6.8523311914723495,goodQA,lower,low,yes,land,no
6,0.5737,-36.49982681442984,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land,no
7,0.3651,-36.49076890742001,-6.8523311914723495,cloudy,decreasing1,correction,no,land,no
8,0.4185,-36.4817110004102,-6.8523311914723495,cloudy,decreasing9,high,yes,land,no
9,0.6538,-36.47265309340038,-6.8523311914723495,cloudy,decreasing1,correction,no,land,no
10,0.5933,-36.463595186390556,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
11,0.6273000000000001,-36.454537279380745,-6.8523311914723495,regularQA,decreasing4,intermediate,yes,land,no
12,0.6125,-36.445479372370926,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land,no
13,0.6646000000000001,-36.4364214653611,-6.8523311914723495,goodQA,lower,low,yes,land,no
14,0.6644,-36.42736355835128,-6.8523311914723495,regularQA,decreasing2,intermediate,yes,land,no
15,0.52,-36.41830565134146,-6.8523311914723495,regularQA,decreasing1,intermediate,yes,land,no
16,0.5092,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land,no
17,0.4835,-36.39113193031201,-6.8523311914723495,goodQA,lower,low,yes,land,no
18,0.631,-36.51863188862085,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
19,0.5955,-36.509573810647,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
20,0.6609,-36.50051573267316,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
21,0.6676000000000001,-36.4914576546993,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
22,0.315,-36.48239957672546,-6.861324397394947,cloudy,decreasing1,correction,no,land,no
23,0.6261,-36.47334149875162,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
24,0.5769000000000001,-36.46428342077777,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
25,0.5166000000000001,-36.45522534280393,-6.861324397394947,cloudy,decreasing1,correction,no,land,no
26,0.5303,-36.44616726483008,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
27,0.5617,-36.43710918685623,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
28,0.4967,-36.428051108882386,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
29,0.5679000000000001,-36.41899303090853,-6.861324397394947,regularQA,decreasing1,intermediate,yes,land,no
30,0.5629000000000001,-36.40993495293469,-6.861324397394947,goodQA,lower,low,yes,land,no
31,0.4482,-36.400876874960844,-6.861324397394947,goodQA,lower,low,yes,land,no
32,0.4505,-36.391818796987,-6.861324397394947,goodQA,lower,low,yes,land,no
33,0.5828,-36.519322074546885,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land,no
34,0.4293,-36.51026382537939,-6.870317603317545,cloudy,decreasing1,correction,no,land,no
35,0.6614,-36.50120557621189,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land,no
36,0.6777000000000001,-36.492147327044385,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land,no
37,0.6798000000000001,-36.4830890778769,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land,no
38,0.7536,-36.474030828709395,-6.870317603317545,goodQA,lower,low,yes,land,no
39,0.7263000000000001,-36.46497257954189,-6.870317603317545,goodQA,lower,low,yes,land,no
40,0.7201000000000001,-36.455914330374405,-6.870317603317545,goodQA,lower,low,yes,land,no
41,0.5581,-36.4468560812069,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land,no
42,0.5698,-36.4377978320394,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land,no
43,0.5003000000000001,-36.42873958287191,-6.870317603317545,cloudy,decreasing1,correction,no,land,no
44,0.5349,-36.4196813337044,-6.870317603317545,regularQA,decreasing1,intermediate,yes,land,no
45,0.5429,-36.410623084536915,-6.870317603317545,cloudy,decreasing1,correction,no,land,no
46,0.6079,-36.40156483536942,-6.870317603317545,goodQA,lower,low,yes,land,no
47,0.5098,-36.39250658620191,-6.870317603317545,goodQA,highest,low,no,land,no
48,0.3512,-36.51095476572329,-6.879310809240143,cloudy,decreasing1,correction,no,land,no
49,0.5757,-36.501896345132494,-6.879310809240143,regularQA,decreasing3,intermediate,yes,land,no
50,0.5195000000000001,-36.492837924541696,-6.879310809240143,regularQA,decreasing1,intermediate,yes,land,no
51,0.6341,-36.483779503950906,-6.879310809240143,regularQA,decreasing1,intermediate,yes,land,no
52,0.6562,-36.47472108336011,-6.879310809240143,goodQA,lower,low,yes,land,no
53,0.7266,-36.46566266276931,-6.879310809240143,goodQA,lower,low,yes,land,no
54,0.6647000000000001,-36.45660424217852,-6.879310809240143,goodQA,lower,low,yes,land,no
55,0.552,-36.44754582158773,-6.879310809240143,goodQA,lower,low,yes,land,no
56,0.4768,-36.438487400996934,-6.879310809240143,goodQA,lower,low,yes,land,no
57,0.5982000000000001,-36.42942898040614,-6.879310809240143,regularQA,decreasing6,high,yes,land,no
