system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.4576,-36.53533571462549,-6.842892998725961,regularQA,decreasing2,intermediate,yes,land
1,0.4829,-36.52627798679213,-6.842892998725961,goodQA,decreasing1,low,yes,land
2,0.5546,-36.4900470754587,-6.842892998725961,goodQA,decreasing1,low,yes,land
3,0.4829,-36.526966446218154,-6.851886204648558,goodQA,decreasing1,low,yes,land
4,0.5145000000000001,-36.51790854766173,-6.851886204648558,goodQA,decreasing1,low,yes,land
5,0.4893,-36.508850649105305,-6.851886204648558,goodQA,decreasing1,low,yes,land
6,0.5005000000000001,-36.499792750548885,-6.851886204648558,goodQA,decreasing1,low,yes,land
7,0.5584,-36.49073485199246,-6.851886204648558,goodQA,decreasing1,low,yes,land
8,0.6021000000000001,-36.48167695343603,-6.851886204648558,goodQA,decreasing1,low,yes,land
9,0.6167,-36.47261905487961,-6.851886204648558,goodQA,decreasing1,low,yes,land
10,0.6167,-36.46356115632318,-6.851886204648558,goodQA,decreasing1,low,yes,land
11,0.5665,-36.45450325776676,-6.851886204648558,regularQA,decreasing2,intermediate,yes,land
12,0.4435,-36.44544535921034,-6.851886204648558,goodQA,lower,low,yes,land
13,0.4781,-36.43638746065391,-6.851886204648558,goodQA,lower,low,yes,land
14,0.4611,-36.42732956209749,-6.851886204648558,regularQA,decreasing2,intermediate,yes,land
15,0.5261,-36.41827166354106,-6.851886204648558,goodQA,lower,low,yes,land
16,0.5132,-36.400155866428214,-6.851886204648558,regularQA,lower,intermediate,no,land
17,0.4585,-36.391097967871794,-6.851886204648558,goodQA,lower,low,yes,land
18,0.4794,-36.5185977620287,-6.860879410571156,goodQA,decreasing1,low,yes,land
19,0.462,-36.5095396925196,-6.860879410571156,regularQA,decreasing3,intermediate,yes,land
20,0.4741,-36.500481623010515,-6.860879410571156,goodQA,decreasing2,low,yes,land
21,0.5257000000000001,-36.49142355350143,-6.860879410571156,goodQA,decreasing1,low,yes,land
22,0.5257000000000001,-36.48236548399234,-6.860879410571156,goodQA,decreasing1,low,yes,land
23,0.511,-36.47330741448325,-6.860879410571156,goodQA,decreasing1,low,yes,land
24,0.4793,-36.46424934497416,-6.860879410571156,goodQA,decreasing1,low,yes,land
25,0.458,-36.45519127546507,-6.860879410571156,goodQA,lower,low,yes,land
26,0.3347,-36.44613320595598,-6.860879410571156,goodQA,lower,low,yes,land
27,0.4095,-36.437075136446886,-6.860879410571156,goodQA,lower,low,yes,land
28,0.4378,-36.428017066937805,-6.860879410571156,goodQA,lower,low,yes,land
29,0.5627,-36.4189589974287,-6.860879410571156,goodQA,decreasing1,low,yes,land
30,0.5156000000000001,-36.40990092791962,-6.860879410571156,goodQA,decreasing1,low,yes,land
31,0.5205000000000001,-36.40084285841053,-6.860879410571156,goodQA,lower,low,yes,land
32,0.4548,-36.39178478890144,-6.860879410571156,goodQA,lower,low,yes,land
33,0.4347,-36.519287902146054,-6.869872616493754,goodQA,decreasing1,low,yes,land
34,0.4699,-36.510229661454666,-6.869872616493754,goodQA,decreasing1,low,yes,land
35,0.4616,-36.50117142076329,-6.869872616493754,goodQA,decreasing1,low,yes,land
