system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.3648,-36.53536976649717,-6.843337985549752,goodQA,highest,low,no,land
1,0.3687,-36.52631203022179,-6.843337985549752,goodQA,lower,low,no,land
2,0.3355,-36.4900810851202,-6.843337985549752,goodQA,highest,low,no,land
3,0.3705,-36.527000535459294,-6.8523311914723495,goodQA,lower,low,no,land
4,0.3705,-36.51794262844948,-6.8523311914723495,goodQA,lower,low,no,land
5,0.311,-36.50888472143966,-6.8523311914723495,goodQA,highest,low,no,land
6,0.3286,-36.49982681442984,-6.8523311914723495,goodQA,highest,low,no,land
7,0.3477,-36.49076890742001,-6.8523311914723495,goodQA,highest,low,no,land
8,0.3477,-36.4817110004102,-6.8523311914723495,goodQA,highest,low,no,land
9,0.3539,-36.47265309340038,-6.8523311914723495,goodQA,highest,low,no,land
10,0.3946,-36.463595186390556,-6.8523311914723495,goodQA,lower,low,no,land
11,0.3887,-36.454537279380745,-6.8523311914723495,goodQA,lower,low,no,land
12,0.3797,-36.445479372370926,-6.8523311914723495,goodQA,lower,low,no,land
13,0.3733,-36.4364214653611,-6.8523311914723495,goodQA,lower,low,no,land
14,0.3862,-36.42736355835128,-6.8523311914723495,goodQA,lower,low,no,land
15,0.3529,-36.41830565134146,-6.8523311914723495,goodQA,lower,low,no,land
16,0.3489,-36.40018983732183,-6.8523311914723495,goodQA,lower,low,no,land
17,0.3435,-36.39113193031201,-6.8523311914723495,goodQA,lower,low,no,shorelines
18,0.3579,-36.51863188862085,-6.861324397394947,goodQA,highest,low,no,land
19,0.3473,-36.509573810647,-6.861324397394947,goodQA,highest,low,no,land
20,0.3521,-36.50051573267316,-6.861324397394947,goodQA,highest,low,no,land
21,0.3894,-36.4914576546993,-6.861324397394947,goodQA,highest,low,no,land
22,0.3524,-36.48239957672546,-6.861324397394947,goodQA,highest,low,no,land
23,0.3424,-36.47334149875162,-6.861324397394947,goodQA,highest,low,no,land
24,0.3665,-36.46428342077777,-6.861324397394947,goodQA,highest,low,no,land
25,0.3438,-36.45522534280393,-6.861324397394947,goodQA,lower,low,no,land
26,0.3555,-36.44616726483008,-6.861324397394947,goodQA,lower,low,no,land
27,0.3362,-36.43710918685623,-6.861324397394947,goodQA,lower,low,no,land
28,0.3355,-36.428051108882386,-6.861324397394947,goodQA,lower,low,no,land
29,0.3302,-36.41899303090853,-6.861324397394947,goodQA,lower,low,no,land
30,0.3167,-36.40993495293469,-6.861324397394947,goodQA,lower,low,no,land
31,0.2964,-36.400876874960844,-6.861324397394947,goodQA,lower,low,no,land
32,0.2837,-36.391818796987,-6.861324397394947,goodQA,lower,low,no,land
33,0.3618,-36.519322074546885,-6.870317603317545,goodQA,highest,low,no,land
34,0.3804,-36.51026382537939,-6.870317603317545,goodQA,highest,low,no,land
35,0.3724,-36.50120557621189,-6.870317603317545,goodQA,highest,low,no,land
36,0.3522,-36.492147327044385,-6.870317603317545,goodQA,highest,low,no,land
37,0.3701,-36.4830890778769,-6.870317603317545,goodQA,highest,low,no,land
38,0.3705,-36.474030828709395,-6.870317603317545,goodQA,highest,low,no,land
39,0.411,-36.46497257954189,-6.870317603317545,goodQA,highest,low,no,land
40,0.3677,-36.455914330374405,-6.870317603317545,goodQA,lower,low,no,land
41,0.3545,-36.4468560812069,-6.870317603317545,goodQA,lower,low,no,land
42,0.3689,-36.4377978320394,-6.870317603317545,goodQA,lower,low,no,land
43,0.3758,-36.42873958287191,-6.870317603317545,goodQA,lower,low,no,land
44,0.339,-36.4196813337044,-6.870317603317545,goodQA,lower,low,no,land
45,0.3343,-36.410623084536915,-6.870317603317545,goodQA,lower,low,no,land
46,0.3178,-36.40156483536942,-6.870317603317545,goodQA,lower,low,no,land
47,0.277,-36.39250658620191,-6.870317603317545,goodQA,lower,low,no,shorelines
48,0.3515,-36.51095476572329,-6.879310809240143,goodQA,highest,low,no,land
49,0.3857,-36.501896345132494,-6.879310809240143,goodQA,highest,low,no,land
50,0.3811,-36.492837924541696,-6.879310809240143,goodQA,highest,low,no,land
51,0.3949,-36.483779503950906,-6.879310809240143,goodQA,highest,low,no,land
52,0.4274,-36.47472108336011,-6.879310809240143,goodQA,highest,low,no,land
53,0.4251,-36.46566266276931,-6.879310809240143,goodQA,highest,low,no,land
54,0.4106,-36.45660424217852,-6.879310809240143,goodQA,lower,low,no,land
55,0.3872,-36.44754582158773,-6.879310809240143,goodQA,lower,low,no,land
56,0.3885,-36.438487400996934,-6.879310809240143,goodQA,lower,low,no,land
57,0.3732,-36.42942898040614,-6.879310809240143,goodQA,lower,low,no,land
58,0.3753,-36.42037055981534,-6.879310809240143,goodQA,lower,low,no,land
59,0.3722,-36.41131213922455,-6.879310809240143,goodQA,lower,low,no,land
60,0.353,-36.40225371863376,-6.879310809240143,goodQA,lower,low,no,land
61,0.3172,-36.393195298042954,-6.879310809240143,goodQA,lower,low,no,land
62,0.2976,-36.384136877452164,-6.879310809240143,goodQA,lower,low,no,land
63,0.4554,-36.502588039521555,-6.88830401516274,goodQA,highest,low,no,land
64,0.4269,-36.49352944727779,-6.88830401516274,goodQA,highest,low,no,land
65,0.3945,-36.484470855034026,-6.88830401516274,goodQA,highest,low,no,land
66,0.3797,-36.47541226279027,-6.88830401516274,goodQA,highest,low,no,land
67,0.385,-36.46635367054651,-6.88830401516274,goodQA,lower,low,no,land
68,0.4475,-36.45729507830276,-6.88830401516274,goodQA,lower,low,no,land
69,0.4785,-36.448236486059,-6.88830401516274,goodQA,lower,low,no,land
70,0.4542,-36.439177893815234,-6.88830401516274,goodQA,lower,low,no,land
71,0.4366,-36.43011930157148,-6.88830401516274,goodQA,lower,low,no,land
72,0.3856,-36.42106070932772,-6.88830401516274,goodQA,lower,low,no,land
73,0.4711,-36.412002117083965,-6.88830401516274,goodQA,lower,low,no,land
74,0.3581,-36.402943524840204,-6.88830401516274,goodQA,lower,low,no,land
75,0.3611,-36.39388493259644,-6.88830401516274,goodQA,lower,low,no,land
76,0.3244,-36.38482634035268,-6.88830401516274,goodQA,lower,low,no,land
77,0.4175,-36.50328065946575,-6.8972972210853385,goodQA,highest,low,no,land
78,0.4126,-36.49422189533933,-6.8972972210853385,goodQA,highest,low,no,land
79,0.3877,-36.48516313121292,-6.8972972210853385,goodQA,highest,low,no,land
80,0.4061,-36.47610436708651,-6.8972972210853385,goodQA,highest,low,no,land
81,0.4002,-36.4670456029601,-6.8972972210853385,goodQA,lower,low,no,land
82,0.4534,-36.45798683883369,-6.8972972210853385,goodQA,lower,low,no,land
83,0.5082,-36.44892807470728,-6.8972972210853385,goodQA,lower,low,no,land
84,0.519,-36.43986931058087,-6.8972972210853385,goodQA,lower,low,no,land
85,0.4311,-36.43081054645446,-6.8972972210853385,goodQA,lower,low,no,land
86,0.4011,-36.42175178232804,-6.8972972210853385,goodQA,lower,low,no,land
87,0.3612,-36.41269301820164,-6.8972972210853385,goodQA,lower,low,no,land
88,0.2988,-36.40363425407523,-6.8972972210853385,goodQA,lower,low,no,land
89,0.3716,-36.394575489948814,-6.8972972210853385,goodQA,lower,low,no,land
90,0.3698,-36.3855167258224,-6.8972972210853385,goodQA,lower,low,no,land
91,0.3631,-36.37645796169599,-6.8972972210853385,goodQA,lower,low,no,land
92,0.3985,-36.49491526881312,-6.906290427007936,goodQA,highest,low,no,land
93,0.3874,-36.48585633257435,-6.906290427007936,goodQA,highest,low,no,land
94,0.3723,-36.476797396335584,-6.906290427007936,goodQA,highest,low,no,land
95,0.4004,-36.467738460096804,-6.906290427007936,goodQA,lower,low,no,shorelines
96,0.4293,-36.45867952385804,-6.906290427007936,goodQA,lower,low,no,land
97,0.4827,-36.449620587619265,-6.906290427007936,goodQA,lower,low,no,land
98,0.4713,-36.44056165138049,-6.906290427007936,goodQA,lower,low,no,land
99,0.3895,-36.43150271514172,-6.906290427007936,goodQA,lower,low,no,land
100,0.4222,-36.42244377890294,-6.906290427007936,goodQA,lower,low,no,land
101,0.3967,-36.41338484266417,-6.906290427007936,goodQA,lower,low,no,land
102,0.3187,-36.4043259064254,-6.906290427007936,goodQA,lower,low,no,land
103,0.3499,-36.39526697018662,-6.906290427007936,goodQA,lower,low,no,land
104,0.3189,-36.386208033947845,-6.906290427007936,goodQA,lower,low,no,land
105,0.3886,-36.37714909770908,-6.906290427007936,goodQA,lower,low,no,land
106,0.3935,-36.3680901614703,-6.906290427007936,goodQA,lower,low,no,land
107,0.4,-36.48655045920521,-6.915283632930533,goodQA,highest,low,no,shorelines
108,0.3812,-36.477491350624355,-6.915283632930533,goodQA,highest,low,no,land
109,0.3851,-36.46843224204348,-6.915283632930533,goodQA,lower,low,no,shorelines
110,0.3721,-36.45937313346261,-6.915283632930533,goodQA,lower,low,no,shorelines
111,0.3391,-36.45031402488174,-6.915283632930533,goodQA,lower,low,no,shorelines
112,0.3546,-36.44125491630088,-6.915283632930533,goodQA,lower,low,no,shorelines
113,0.3488,-36.432195807720014,-6.915283632930533,goodQA,lower,low,no,shorelines
114,0.3441,-36.423136699139135,-6.915283632930533,goodQA,lower,low,no,shorelines
115,0.3486,-36.41407759055827,-6.915283632930533,goodQA,lower,low,no,shorelines
116,0.3133,-36.40501848197741,-6.915283632930533,goodQA,lower,low,no,land
117,0.3234,-36.395959373396536,-6.915283632930533,goodQA,lower,low,no,land
118,0.3524,-36.386900264815665,-6.915283632930533,goodQA,lower,low,no,land
119,0.39,-36.37784115623481,-6.915283632930533,goodQA,lower,low,no,land
120,0.3462,-36.36878204765394,-6.915283632930533,goodQA,lower,low,no,land
121,0.3336,-36.359722939073066,-6.915283632930533,goodQA,lower,low,no,land
122,0.4518,-36.487245511192526,-6.924276838853132,goodQA,highest,low,no,shorelines
123,0.3854,-36.47818623003981,-6.924276838853132,goodQA,lower,low,no,land
124,0.3735,-36.469126948887094,-6.924276838853132,goodQA,lower,low,no,land
125,0.3026,-36.46006766773438,-6.924276838853132,goodQA,lower,low,no,land
126,0.3216,-36.45100838658166,-6.924276838853132,goodQA,lower,low,no,shorelines
127,0.4167,-36.44194910542895,-6.924276838853132,goodQA,lower,low,no,shorelines
128,0.4668,-36.43288982427624,-6.924276838853132,goodQA,lower,low,no,shorelines
129,0.3092,-36.423830543123515,-6.924276838853132,goodQA,lower,low,no,shorelines
130,0.3136,-36.414771261970806,-6.924276838853132,goodQA,lower,low,no,shorelines
131,0.2846,-36.40571198081809,-6.924276838853132,goodQA,lower,low,no,land
132,0.2756,-36.396652699665374,-6.924276838853132,goodQA,lower,low,no,land
133,0.3231,-36.38759341851266,-6.924276838853132,goodQA,lower,low,no,land
134,0.3484,-36.37853413735994,-6.924276838853132,goodQA,lower,low,no,land
135,0.3405,-36.369474856207226,-6.924276838853132,goodQA,lower,low,no,land
136,0.3025,-36.36041557505451,-6.924276838853132,goodQA,lower,low,no,land
137,0.3281,-36.351356293901794,-6.924276838853132,goodQA,lower,low,no,land
138,0.3765,-36.34229701274908,-6.924276838853132,goodQA,lower,low,no,land
139,0.3553,-36.47888203466907,-6.933270044775729,goodQA,lower,low,no,land
140,0.3557,-36.469822580714734,-6.933270044775729,goodQA,lower,low,no,land
141,0.314,-36.4607631267604,-6.933270044775729,goodQA,lower,low,no,land
142,0.255,-36.45170367280606,-6.933270044775729,goodQA,lower,low,no,land
143,0.29,-36.44264421885172,-6.933270044775729,goodQA,lower,low,no,land
144,0.351,-36.43358476489738,-6.933270044775729,goodQA,lower,low,no,land
145,0.2931,-36.42452531094304,-6.933270044775729,goodQA,lower,low,no,shorelines
146,0.2626,-36.41546585698871,-6.933270044775729,goodQA,lower,low,no,shorelines
147,0.2545,-36.406406403034374,-6.933270044775729,goodQA,lower,low,no,land
148,0.2583,-36.39734694908003,-6.933270044775729,goodQA,lower,low,no,land
149,0.2624,-36.388287495125695,-6.933270044775729,goodQA,lower,low,no,land
150,0.2776,-36.37922804117136,-6.933270044775729,goodQA,lower,low,no,land
151,0.2743,-36.370168587217016,-6.933270044775729,goodQA,lower,low,no,land
152,0.2872,-36.36110913326268,-6.933270044775729,goodQA,lower,low,no,land
153,0.3058,-36.352049679308344,-6.933270044775729,goodQA,lower,low,no,land
154,0.3333,-36.34299022535401,-6.933270044775729,goodQA,lower,low,no,land
155,0.4042,-36.33393077139967,-6.933270044775729,goodQA,lower,low,no,land
156,0.2835,-36.47051913761361,-6.942263250698327,goodQA,lower,low,no,land
157,0.2404,-36.46145951062785,-6.942263250698327,goodQA,lower,low,no,land
158,0.2458,-36.452399883642094,-6.942263250698327,goodQA,lower,low,no,land
159,0.2783,-36.443340256656334,-6.942263250698327,goodQA,lower,low,no,land
160,0.3096,-36.43428062967058,-6.942263250698327,goodQA,lower,low,no,land
161,0.3206,-36.42522100268482,-6.942263250698327,goodQA,lower,low,no,shorelines
162,0.3033,-36.41616137569906,-6.942263250698327,goodQA,lower,low,no,shorelines
163,0.2769,-36.40710174871331,-6.942263250698327,goodQA,lower,low,no,land
164,0.2891,-36.39804212172755,-6.942263250698327,goodQA,lower,low,no,land
165,0.3322,-36.388982494741796,-6.942263250698327,goodQA,lower,low,no,land
166,0.2835,-36.379922867756044,-6.942263250698327,goodQA,lower,low,no,land
167,0.2786,-36.37086324077028,-6.942263250698327,goodQA,lower,low,no,land
168,0.3321,-36.361803613784524,-6.942263250698327,goodQA,lower,low,no,land
169,0.3168,-36.352743986798764,-6.942263250698327,goodQA,lower,low,no,land
170,0.3509,-36.34368435981301,-6.942263250698327,goodQA,lower,low,no,land
171,0.3028,-36.47121661967105,-6.951256456620926,goodQA,lower,low,no,land
172,0.2776,-36.46215681942405,-6.951256456620926,goodQA,lower,low,no,land
173,0.2589,-36.453097019177065,-6.951256456620926,goodQA,lower,low,no,land
174,0.2721,-36.444037218930056,-6.951256456620926,goodQA,lower,low,no,land
175,0.3286,-36.43497741868307,-6.951256456620926,goodQA,lower,low,no,land
176,0.38,-36.425917618436074,-6.951256456620926,goodQA,lower,low,no,land
177,0.3825,-36.41685781818908,-6.951256456620926,goodQA,lower,low,no,land
178,0.3955,-36.40779801794209,-6.951256456620926,goodQA,lower,low,no,land
179,0.3357,-36.39873821769509,-6.951256456620926,goodQA,lower,low,no,land
180,0.3016,-36.3896784174481,-6.951256456620926,goodQA,lower,low,no,land
181,0.2577,-36.38061861720111,-6.951256456620926,goodQA,highest,low,no,land
182,0.2506,-36.37155881695411,-6.951256456620926,goodQA,highest,low,no,land
183,0.3067,-36.36249901670712,-6.951256456620926,goodQA,highest,low,no,land
184,0.3954,-36.35343921646012,-6.951256456620926,goodQA,lower,low,no,land
185,0.3056,-36.4719150269745,-6.960249662543523,goodQA,lower,low,no,land
186,0.2823,-36.46285505323643,-6.960249662543523,goodQA,lower,low,no,land
187,0.2889,-36.45379507949836,-6.960249662543523,goodQA,lower,low,no,land
188,0.2979,-36.44473510576029,-6.960249662543523,goodQA,lower,low,no,shorelines
189,0.3223,-36.43567513202222,-6.960249662543523,goodQA,lower,low,no,shorelines
190,0.4116,-36.42661515828414,-6.960249662543523,goodQA,lower,low,no,shorelines
191,0.368,-36.417555184546075,-6.960249662543523,goodQA,lower,low,no,shorelines
192,0.3628,-36.408495210808,-6.960249662543523,goodQA,lower,low,no,shorelines
193,0.3086,-36.39943523706992,-6.960249662543523,goodQA,lower,low,no,shorelines
194,0.2857,-36.390375263331855,-6.960249662543523,goodQA,lower,low,no,shorelines
195,0.3128,-36.381315289593786,-6.960249662543523,goodQA,lower,low,no,land
196,0.2599,-36.37225531585572,-6.960249662543523,goodQA,lower,low,no,land
197,0.3301,-36.36319534211765,-6.960249662543523,goodQA,highest,low,no,land
198,0.2906,-36.46355421215253,-6.969242868466121,goodQA,lower,low,no,land
199,0.356,-36.45449406469352,-6.969242868466121,goodQA,lower,low,no,land
200,0.3583,-36.4454339172345,-6.969242868466121,goodQA,lower,low,no,shorelines
201,0.3284,-36.4363737697755,-6.969242868466121,goodQA,lower,low,no,shorelines
202,0.4808,-36.42731362231648,-6.969242868466121,goodQA,lower,low,no,shorelines
203,0.415,-36.41825347485747,-6.969242868466121,goodQA,lower,low,no,shorelines
204,0.3682,-36.40919332739846,-6.969242868466121,goodQA,lower,low,no,shorelines
205,0.3726,-36.40013317993945,-6.969242868466121,goodQA,lower,low,no,shorelines
206,0.3315,-36.39107303248044,-6.969242868466121,goodQA,lower,low,no,shorelines
207,0.3731,-36.38201288502144,-6.969242868466121,goodQA,lower,low,no,land
208,0.406,-36.37295273756242,-6.969242868466121,goodQA,lower,low,no,land
209,0.3159,-36.464254296260016,-6.978236074388719,goodQA,lower,low,no,land
210,0.4343,-36.45519397485018,-6.978236074388719,goodQA,lower,low,no,land
211,0.3573,-36.44613365344035,-6.978236074388719,goodQA,lower,low,no,shorelines
212,0.3838,-36.43707333203052,-6.978236074388719,goodQA,lower,low,no,shorelines
213,0.3577,-36.42801301062068,-6.978236074388719,goodQA,lower,low,no,shorelines
214,0.4273,-36.418952689210855,-6.978236074388719,goodQA,lower,low,no,shorelines
215,0.4403,-36.40989236780102,-6.978236074388719,goodQA,lower,low,no,shorelines
216,0.4343,-36.40083204639119,-6.978236074388719,goodQA,lower,low,no,shorelines
217,0.3634,-36.39177172498135,-6.978236074388719,goodQA,lower,low,no,shorelines
218,0.3492,-36.464955305646676,-6.9872292803113165,goodQA,lower,low,no,land
219,0.4107,-36.45589481005612,-6.9872292803113165,goodQA,lower,low,no,land
220,0.4121,-36.446834314465555,-6.9872292803113165,goodQA,lower,low,no,shorelines
221,0.409,-36.437773818875,-6.9872292803113165,goodQA,lower,low,no,shorelines
222,0.3896,-36.428713323284434,-6.9872292803113165,goodQA,lower,low,no,shorelines
223,0.3774,-36.41965282769388,-6.9872292803113165,goodQA,lower,low,no,shorelines
224,0.4167,-36.41059233210331,-6.9872292803113165,goodQA,lower,low,no,shorelines
225,0.4319,-36.401531836512746,-6.9872292803113165,goodQA,lower,low,no,shorelines
226,0.4264,-36.45659657039921,-6.996222486233915,goodQA,lower,low,no,land
227,0.3342,-36.42941456039556,-6.996222486233915,goodQA,lower,low,no,land
