system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.4011,-36.53536976649717,-6.843337985549752,goodQA,highest,low,no,land
1,0.3668,-36.52631203022179,-6.843337985549752,goodQA,highest,low,no,land
2,0.3716,-36.4900810851202,-6.843337985549752,goodQA,highest,low,no,land
3,0.3808,-36.527000535459294,-6.8523311914723495,goodQA,lower,low,no,land
4,0.3803,-36.51794262844948,-6.8523311914723495,goodQA,highest,low,no,land
5,0.3599,-36.50888472143966,-6.8523311914723495,goodQA,highest,low,no,land
6,0.3532,-36.49982681442984,-6.8523311914723495,goodQA,highest,low,no,land
7,0.3857,-36.49076890742001,-6.8523311914723495,goodQA,highest,low,no,land
8,0.4057,-36.4817110004102,-6.8523311914723495,goodQA,highest,low,no,land
9,0.4016,-36.47265309340038,-6.8523311914723495,goodQA,highest,low,no,land
10,0.4143,-36.463595186390556,-6.8523311914723495,goodQA,highest,low,no,land
11,0.4329,-36.454537279380745,-6.8523311914723495,goodQA,highest,low,no,land
12,0.4238,-36.445479372370926,-6.8523311914723495,goodQA,highest,low,no,land
13,0.4053,-36.4364214653611,-6.8523311914723495,goodQA,highest,low,no,land
14,0.4358,-36.42736355835128,-6.8523311914723495,goodQA,highest,low,no,land
15,0.44,-36.41830565134146,-6.8523311914723495,goodQA,lower,low,no,land
16,0.424,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land
17,0.4151,-36.39113193031201,-6.8523311914723495,goodQA,highest,low,no,land
18,0.3849,-36.51863188862085,-6.861324397394947,goodQA,highest,low,no,land
19,0.3544,-36.509573810647,-6.861324397394947,goodQA,highest,low,no,land
20,0.3521,-36.50051573267316,-6.861324397394947,goodQA,highest,low,no,land
21,0.406,-36.4914576546993,-6.861324397394947,goodQA,highest,low,no,land
22,0.4315,-36.48239957672546,-6.861324397394947,goodQA,highest,low,no,land
23,0.4215,-36.47334149875162,-6.861324397394947,goodQA,highest,low,no,land
24,0.3911,-36.46428342077777,-6.861324397394947,goodQA,highest,low,no,land
25,0.3965,-36.45522534280393,-6.861324397394947,goodQA,highest,low,no,land
26,0.4214,-36.44616726483008,-6.861324397394947,goodQA,highest,low,no,land
27,0.418,-36.43710918685623,-6.861324397394947,goodQA,highest,low,no,land
28,0.4153,-36.428051108882386,-6.861324397394947,goodQA,highest,low,no,land
29,0.3961,-36.41899303090853,-6.861324397394947,goodQA,lower,low,no,land
30,0.3778,-36.40993495293469,-6.861324397394947,goodQA,lower,low,no,shorelines
31,0.3972,-36.400876874960844,-6.861324397394947,goodQA,highest,low,no,land
32,0.3979,-36.391818796987,-6.861324397394947,goodQA,highest,low,no,land
33,0.3727,-36.519322074546885,-6.870317603317545,goodQA,highest,low,no,land
34,0.3859,-36.51026382537939,-6.870317603317545,goodQA,highest,low,no,land
35,0.398,-36.50120557621189,-6.870317603317545,goodQA,highest,low,no,land
36,0.4182,-36.492147327044385,-6.870317603317545,goodQA,highest,low,no,land
37,0.4502,-36.4830890778769,-6.870317603317545,goodQA,highest,low,no,land
38,0.435,-36.474030828709395,-6.870317603317545,goodQA,highest,low,no,land
39,0.4426,-36.46497257954189,-6.870317603317545,goodQA,highest,low,no,land
40,0.4224,-36.455914330374405,-6.870317603317545,goodQA,highest,low,no,land
41,0.408,-36.4468560812069,-6.870317603317545,goodQA,highest,low,no,land
