system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.2615,-36.535301665021024,-6.842448011902168,goodQA,lower,low,no,land
1,0.2251,-36.52624394562914,-6.842448011902168,goodQA,lower,low,no,land
2,0.2312,-36.49001306806159,-6.842448011902168,goodQA,lower,low,no,land
3,0.2484,-36.52693235924388,-6.851441217824767,goodQA,lower,low,no,land
4,0.2522,-36.51787446914029,-6.851441217824767,goodQA,lower,low,no,land
5,0.2298,-36.5088165790367,-6.851441217824767,goodQA,lower,low,no,land
6,0.2333,-36.499758688933106,-6.851441217824767,goodQA,lower,low,no,land
7,0.2454,-36.490700798829515,-6.851441217824767,goodQA,lower,low,no,land
8,0.2503,-36.48164290872593,-6.851441217824767,goodQA,lower,low,no,land
9,0.2555,-36.47258501862233,-6.851441217824767,goodQA,lower,low,no,land
10,0.2641,-36.46352712851874,-6.851441217824767,goodQA,lower,low,no,land
11,0.2566,-36.45446923841515,-6.851441217824767,goodQA,lower,low,no,land
12,0.2684,-36.445411348311566,-6.851441217824767,goodQA,lower,low,no,land
13,0.2526,-36.43635345820797,-6.851441217824767,goodQA,lower,low,no,land
14,0.2432,-36.427295568104384,-6.851441217824767,regularQA,lower,intermediate,no,land
15,0.2435,-36.418237678000786,-6.851441217824767,goodQA,lower,low,no,land
16,0.2216,-36.40012189779361,-6.851441217824767,goodQA,lower,low,no,land
17,0.2266,-36.39106400769002,-6.851441217824767,goodQA,lower,low,no,land
18,0.2371,-36.51856363770306,-6.860434423747364,goodQA,highest,low,no,land
19,0.2255,-36.509505576658164,-6.860434423747364,goodQA,highest,low,no,land
20,0.2232,-36.500447515613274,-6.860434423747364,goodQA,lower,low,no,land
21,0.2475,-36.49138945456837,-6.860434423747364,goodQA,lower,low,no,land
22,0.2604,-36.48233139352348,-6.860434423747364,goodQA,lower,low,no,land
23,0.2569,-36.47327333247859,-6.860434423747364,goodQA,lower,low,no,land
24,0.2434,-36.46421527143369,-6.860434423747364,goodQA,lower,low,no,land
25,0.24,-36.4551572103888,-6.860434423747364,goodQA,lower,low,no,land
26,0.2653,-36.4460991493439,-6.860434423747364,goodQA,lower,low,no,land
27,0.2531,-36.437041088299,-6.860434423747364,goodQA,lower,low,no,land
28,0.2428,-36.42798302725411,-6.860434423747364,goodQA,lower,low,no,land
29,0.2382,-36.41892496620921,-6.860434423747364,goodQA,highest,low,no,land
30,0.1954,-36.409866905164314,-6.860434423747364,goodQA,highest,low,no,land
31,0.2102,-36.400808844119425,-6.860434423747364,goodQA,lower,low,no,land
32,0.2109,-36.39175078307453,-6.860434423747364,goodQA,lower,low,no,land
33,0.2202,-36.51925373201195,-6.8694276296699615,goodQA,lower,low,no,land
34,0.2296,-36.510195499796126,-6.8694276296699615,goodQA,highest,low,no,land
35,0.2445,-36.5011372675803,-6.8694276296699615,goodQA,lower,low,no,land
36,0.2552,-36.492079035364476,-6.8694276296699615,goodQA,lower,low,no,land
37,0.2672,-36.48302080314866,-6.8694276296699615,goodQA,lower,low,no,land
38,0.2716,-36.473962570932834,-6.8694276296699615,goodQA,lower,low,no,land
