system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.3033,-36.53533571462549,-6.842892998725961,goodQA,lower,low,no,land,no
1,0.2749,-36.52627798679213,-6.842892998725961,goodQA,lower,low,no,land,no
2,0.2541,-36.4900470754587,-6.842892998725961,goodQA,lower,low,no,land,no
3,0.2805,-36.526966446218154,-6.851886204648558,goodQA,lower,low,no,land,no
4,0.2946,-36.51790854766173,-6.851886204648558,goodQA,lower,low,no,land,no
5,0.2523,-36.508850649105305,-6.851886204648558,goodQA,lower,low,no,land,no
6,0.2548,-36.499792750548885,-6.851886204648558,goodQA,lower,low,no,land,no
7,0.2598,-36.49073485199246,-6.851886204648558,goodQA,lower,low,no,land,no
8,0.2798,-36.48167695343603,-6.851886204648558,goodQA,lower,low,no,land,no
9,0.2893,-36.47261905487961,-6.851886204648558,goodQA,lower,low,no,land,no
10,0.3006,-36.46356115632318,-6.851886204648558,goodQA,lower,low,no,land,no
11,0.3049,-36.45450325776676,-6.851886204648558,goodQA,lower,low,no,land,no
12,0.315,-36.44544535921034,-6.851886204648558,goodQA,lower,low,no,land,no
13,0.2831,-36.43638746065391,-6.851886204648558,goodQA,lower,low,no,land,no
14,0.2635,-36.42732956209749,-6.851886204648558,goodQA,highest,low,no,land,no
15,0.2543,-36.41827166354106,-6.851886204648558,goodQA,highest,low,no,land,no
16,0.2346,-36.400155866428214,-6.851886204648558,goodQA,highest,low,no,land,no
17,0.2336,-36.391097967871794,-6.851886204648558,goodQA,highest,low,no,land,no
18,0.2785,-36.5185977620287,-6.860879410571156,goodQA,lower,low,no,land,no
19,0.25,-36.5095396925196,-6.860879410571156,goodQA,lower,low,no,land,no
20,0.2605,-36.500481623010515,-6.860879410571156,goodQA,lower,low,no,land,no
21,0.2709,-36.49142355350143,-6.860879410571156,goodQA,lower,low,no,land,no
22,0.282,-36.48236548399234,-6.860879410571156,goodQA,lower,low,no,land,no
23,0.2774,-36.47330741448325,-6.860879410571156,goodQA,lower,low,no,land,no
24,0.279,-36.46424934497416,-6.860879410571156,goodQA,lower,low,no,land,no
25,0.2842,-36.45519127546507,-6.860879410571156,goodQA,lower,low,no,land,no
26,0.2841,-36.44613320595598,-6.860879410571156,goodQA,lower,low,no,land,no
27,0.2841,-36.437075136446886,-6.860879410571156,goodQA,lower,low,no,land,no
28,0.2415,-36.428017066937805,-6.860879410571156,goodQA,highest,low,no,land,no
29,0.2476,-36.4189589974287,-6.860879410571156,goodQA,highest,low,no,land,no
30,0.2105,-36.40990092791962,-6.860879410571156,goodQA,highest,low,no,land,no
31,0.2149,-36.40084285841053,-6.860879410571156,goodQA,highest,low,no,land,no
32,0.2263,-36.39178478890144,-6.860879410571156,goodQA,highest,low,no,land,no
33,0.2474,-36.519287902146054,-6.869872616493754,goodQA,lower,low,no,land,no
34,0.25,-36.510229661454666,-6.869872616493754,goodQA,lower,low,no,land,no
35,0.2617,-36.50117142076329,-6.869872616493754,goodQA,lower,low,no,land,no
36,0.2727,-36.49211318007191,-6.869872616493754,goodQA,lower,low,no,land,no
37,0.2937,-36.48305493938053,-6.869872616493754,goodQA,lower,low,no,land,no
38,0.2995,-36.473996698689156,-6.869872616493754,goodQA,lower,low,no,land,no
39,0.3063,-36.464938457997775,-6.869872616493754,goodQA,lower,low,no,land,no
40,0.2725,-36.455880217306394,-6.869872616493754,goodQA,lower,low,no,land,no
41,0.2802,-36.44682197661503,-6.869872616493754,goodQA,lower,low,no,land,no
42,0.2875,-36.43776373592364,-6.869872616493754,goodQA,lower,low,no,land,no
43,0.2836,-36.42870549523226,-6.869872616493754,goodQA,lower,low,no,land,no
44,0.273,-36.419647254540884,-6.869872616493754,goodQA,highest,low,no,land,no
45,0.2642,-36.4105890138495,-6.869872616493754,goodQA,highest,low,no,land,no
46,0.2588,-36.40153077315812,-6.869872616493754,goodQA,highest,low,no,land,no
47,0.231,-36.39247253246675,-6.869872616493754,goodQA,highest,low,no,land,no
48,0.233,-36.51092055599697,-6.878865822416351,goodQA,lower,low,no,land,no
49,0.2616,-36.50186214389366,-6.878865822416351,goodQA,lower,low,no,land,no
50,0.2674,-36.492803731790346,-6.878865822416351,goodQA,lower,low,no,land,no
51,0.2833,-36.48374531968704,-6.878865822416351,goodQA,lower,low,no,land,no
52,0.2848,-36.47468690758373,-6.878865822416351,goodQA,lower,low,no,land,no
53,0.2858,-36.46562849548041,-6.878865822416351,goodQA,lower,low,no,land,no
54,0.3005,-36.4565700833771,-6.878865822416351,goodQA,lower,low,no,land,no
55,0.2949,-36.44751167127379,-6.878865822416351,goodQA,lower,low,no,land,no
