system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.2886,-36.535301665021024,-6.842448011902168,goodQA,lower,low,no,land,no
1,0.2774,-36.52624394562914,-6.842448011902168,goodQA,lower,low,no,land,no
2,0.212,-36.49001306806159,-6.842448011902168,goodQA,highest,low,no,land,no
3,0.2724,-36.52693235924388,-6.851441217824767,goodQA,lower,low,no,land,no
4,0.2767,-36.51787446914029,-6.851441217824767,goodQA,lower,low,no,land,no
5,0.2183,-36.5088165790367,-6.851441217824767,goodQA,highest,low,no,land,no
6,0.218,-36.499758688933106,-6.851441217824767,goodQA,highest,low,no,land,no
7,0.227,-36.490700798829515,-6.851441217824767,goodQA,highest,low,no,land,no
8,0.2463,-36.48164290872593,-6.851441217824767,goodQA,highest,low,no,land,no
9,0.2512,-36.47258501862233,-6.851441217824767,goodQA,highest,low,no,land,no
10,0.2516,-36.46352712851874,-6.851441217824767,goodQA,highest,low,no,land,no
11,0.2311,-36.45446923841515,-6.851441217824767,goodQA,highest,low,no,land,no
12,0.2573,-36.445411348311566,-6.851441217824767,goodQA,highest,low,no,land,no
13,0.2409,-36.43635345820797,-6.851441217824767,goodQA,highest,low,no,land,no
14,0.2564,-36.427295568104384,-6.851441217824767,goodQA,highest,low,no,land,no
15,0.2273,-36.418237678000786,-6.851441217824767,goodQA,highest,low,no,land,no
16,0.2109,-36.40012189779361,-6.851441217824767,goodQA,highest,low,no,land,no
17,0.2438,-36.39106400769002,-6.851441217824767,goodQA,lower,low,no,land,no
18,0.2626,-36.51856363770306,-6.860434423747364,goodQA,lower,low,no,land,no
19,0.2093,-36.509505576658164,-6.860434423747364,goodQA,highest,low,no,land,no
20,0.2252,-36.500447515613274,-6.860434423747364,goodQA,highest,low,no,land,no
21,0.2356,-36.49138945456837,-6.860434423747364,goodQA,highest,low,no,land,no
22,0.2522,-36.48233139352348,-6.860434423747364,goodQA,highest,low,no,land,no
23,0.2481,-36.47327333247859,-6.860434423747364,goodQA,highest,low,no,land,no
24,0.2431,-36.46421527143369,-6.860434423747364,goodQA,highest,low,no,land,no
25,0.2331,-36.4551572103888,-6.860434423747364,goodQA,highest,low,no,land,no
26,0.2593,-36.4460991493439,-6.860434423747364,goodQA,highest,low,no,land,no
27,0.2431,-36.437041088299,-6.860434423747364,goodQA,highest,low,no,land,no
28,0.2326,-36.42798302725411,-6.860434423747364,goodQA,highest,low,no,land,no
29,0.2289,-36.41892496620921,-6.860434423747364,goodQA,highest,low,no,land,no
30,0.2197,-36.409866905164314,-6.860434423747364,goodQA,highest,low,no,land,no
31,0.2101,-36.400808844119425,-6.860434423747364,goodQA,highest,low,no,land,no
32,0.2032,-36.39175078307453,-6.860434423747364,goodQA,highest,low,no,land,no
33,0.2403,-36.51925373201195,-6.8694276296699615,goodQA,lower,low,no,land,no
34,0.2436,-36.510195499796126,-6.8694276296699615,goodQA,lower,low,no,land,no
35,0.2269,-36.5011372675803,-6.8694276296699615,goodQA,highest,low,no,land,no
36,0.2515,-36.492079035364476,-6.8694276296699615,goodQA,highest,low,no,land,no
37,0.2256,-36.48302080314866,-6.8694276296699615,regularQA,lower,intermediate,no,land,no
38,0.2526,-36.473962570932834,-6.8694276296699615,regularQA,lower,intermediate,no,land,no
39,0.2717,-36.46490433871701,-6.8694276296699615,goodQA,highest,low,no,land,no
40,0.2551,-36.45584610650119,-6.8694276296699615,goodQA,highest,low,no,land,no
41,0.2398,-36.44678787428537,-6.8694276296699615,goodQA,highest,low,no,land,no
42,0.254,-36.43772964206955,-6.8694276296699615,goodQA,highest,low,no,land,no
43,0.2364,-36.42867140985372,-6.8694276296699615,goodQA,highest,low,no,land,no
44,0.2312,-36.4196131776379,-6.8694276296699615,goodQA,highest,low,no,land,no
45,0.228,-36.410554945422085,-6.8694276296699615,goodQA,highest,low,no,land,no
46,0.2296,-36.40149671320626,-6.8694276296699615,goodQA,highest,low,no,land,no
47,0.206,-36.392438480990435,-6.8694276296699615,goodQA,highest,low,no,land,no
48,0.2396,-36.51088634853703,-6.87842083559256,goodQA,lower,low,no,land,no
49,0.2625,-36.50182794492064,-6.87842083559256,goodQA,lower,low,no,land,no
