system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.3672,-36.53533571462549,-6.842892998725961,goodQA,highest,low,no,land,no
1,0.323,-36.52627798679213,-6.842892998725961,goodQA,highest,low,no,land,no
2,0.3167,-36.4900470754587,-6.842892998725961,goodQA,highest,low,no,land,no
3,0.3228,-36.526966446218154,-6.851886204648558,goodQA,highest,low,no,land,no
4,0.3384,-36.51790854766173,-6.851886204648558,goodQA,highest,low,no,land,no
5,0.2914,-36.508850649105305,-6.851886204648558,goodQA,highest,low,no,land,no
6,0.3085,-36.499792750548885,-6.851886204648558,goodQA,highest,low,no,land,no
7,0.3276,-36.49073485199246,-6.851886204648558,goodQA,highest,low,no,land,no
8,0.3303,-36.48167695343603,-6.851886204648558,goodQA,highest,low,no,land,no
9,0.3548,-36.47261905487961,-6.851886204648558,goodQA,highest,low,no,land,no
10,0.386,-36.46356115632318,-6.851886204648558,goodQA,highest,low,no,land,no
11,0.3935,-36.45450325776676,-6.851886204648558,goodQA,highest,low,no,land,no
12,0.3611,-36.44544535921034,-6.851886204648558,goodQA,highest,low,no,land,no
13,0.3315,-36.43638746065391,-6.851886204648558,goodQA,highest,low,no,land,no
14,0.3513,-36.42732956209749,-6.851886204648558,goodQA,highest,low,no,land,no
15,0.3349,-36.41827166354106,-6.851886204648558,goodQA,highest,low,no,land,no
16,0.3279,-36.400155866428214,-6.851886204648558,goodQA,highest,low,no,land,no
17,0.3487,-36.391097967871794,-6.851886204648558,goodQA,highest,low,no,land,no
18,0.3185,-36.5185977620287,-6.860879410571156,goodQA,highest,low,no,land,no
19,0.2982,-36.5095396925196,-6.860879410571156,goodQA,highest,low,no,land,no
20,0.3098,-36.500481623010515,-6.860879410571156,goodQA,highest,low,no,land,no
21,0.3438,-36.49142355350143,-6.860879410571156,goodQA,highest,low,no,land,no
22,0.3333,-36.48236548399234,-6.860879410571156,goodQA,highest,low,no,land,no
23,0.3079,-36.47330741448325,-6.860879410571156,goodQA,highest,low,no,land,no
24,0.3518,-36.46424934497416,-6.860879410571156,goodQA,highest,low,no,land,no
25,0.3339,-36.45519127546507,-6.860879410571156,goodQA,highest,low,no,land,no
26,0.3448,-36.44613320595598,-6.860879410571156,goodQA,highest,low,no,land,no
27,0.3574,-36.437075136446886,-6.860879410571156,goodQA,highest,low,no,land,no
28,0.3248,-36.428017066937805,-6.860879410571156,goodQA,highest,low,no,land,no
29,0.3384,-36.4189589974287,-6.860879410571156,goodQA,highest,low,no,land,no
30,0.3132,-36.40990092791962,-6.860879410571156,goodQA,highest,low,no,land,no
31,0.3127,-36.40084285841053,-6.860879410571156,goodQA,highest,low,no,land,no
32,0.3094,-36.39178478890144,-6.860879410571156,goodQA,highest,low,no,land,no
33,0.3122,-36.519287902146054,-6.869872616493754,goodQA,highest,low,no,land,no
34,0.3175,-36.510229661454666,-6.869872616493754,goodQA,highest,low,no,land,no
35,0.3234,-36.50117142076329,-6.869872616493754,goodQA,highest,low,no,land,no
36,0.3422,-36.49211318007191,-6.869872616493754,goodQA,highest,low,no,land,no
37,0.3642,-36.48305493938053,-6.869872616493754,goodQA,highest,low,no,land,no
38,0.3613,-36.473996698689156,-6.869872616493754,goodQA,highest,low,no,land,no
39,0.3667,-36.464938457997775,-6.869872616493754,goodQA,highest,low,no,land,no
40,0.3463,-36.455880217306394,-6.869872616493754,goodQA,highest,low,no,land,no
41,0.3144,-36.44682197661503,-6.869872616493754,goodQA,highest,low,no,land,no
42,0.3114,-36.43776373592364,-6.869872616493754,goodQA,highest,low,no,land,no
43,0.3949,-36.42870549523226,-6.869872616493754,goodQA,highest,low,no,land,no
44,0.3487,-36.419647254540884,-6.869872616493754,goodQA,highest,low,no,land,no
45,0.3434,-36.4105890138495,-6.869872616493754,goodQA,highest,low,no,land,no
46,0.3295,-36.40153077315812,-6.869872616493754,goodQA,highest,low,no,land,no
47,0.2931,-36.39247253246675,-6.869872616493754,goodQA,highest,low,no,land,no
48,0.3034,-36.51092055599697,-6.878865822416351,goodQA,highest,low,no,land,no
49,0.3321,-36.50186214389366,-6.878865822416351,goodQA,highest,low,no,land,no
50,0.3423,-36.492803731790346,-6.878865822416351,goodQA,highest,low,no,land,no
51,0.3576,-36.48374531968704,-6.878865822416351,goodQA,highest,low,no,land,no
52,0.3785,-36.47468690758373,-6.878865822416351,goodQA,highest,low,no,land,no
53,0.3608,-36.46562849548041,-6.878865822416351,goodQA,highest,low,no,land,no
54,0.3507,-36.4565700833771,-6.878865822416351,goodQA,highest,low,no,land,no
55,0.3447,-36.44751167127379,-6.878865822416351,goodQA,highest,low,no,land,no
56,0.3981,-36.43845325917047,-6.878865822416351,goodQA,highest,low,no,land,no
57,0.4027,-36.42939484706716,-6.878865822416351,goodQA,highest,low,no,land,no
58,0.381,-36.42033643496384,-6.878865822416351,goodQA,highest,low,no,land,no
59,0.3915,-36.411278022860536,-6.878865822416351,goodQA,highest,low,no,land,no
60,0.3432,-36.40221961075723,-6.878865822416351,goodQA,highest,low,no,land,no
61,0.3329,-36.39316119865391,-6.878865822416351,goodQA,highest,low,no,land,no
62,0.3648,-36.50255379248819,-6.88785902833895,goodQA,highest,low,no,land,no
63,0.3562,-36.493495208743276,-6.88785902833895,goodQA,highest,low,no,land,no
64,0.3487,-36.48443662499837,-6.88785902833895,goodQA,highest,low,no,land,no
65,0.36,-36.47537804125346,-6.88785902833895,goodQA,highest,low,no,land,no
66,0.3619,-36.46631945750855,-6.88785902833895,goodQA,highest,low,no,land,no
67,0.3811,-36.45726087376363,-6.88785902833895,goodQA,highest,low,no,land,no
68,0.4257,-36.44820229001873,-6.88785902833895,goodQA,highest,low,no,land,no
69,0.431,-36.4391437062738,-6.88785902833895,goodQA,highest,low,no,land,no
70,0.4227,-36.4300851225289,-6.88785902833895,goodQA,highest,low,no,land,no
71,0.4228,-36.421026538783984,-6.88785902833895,goodQA,highest,low,no,land,no
72,0.4165,-36.411967955039074,-6.88785902833895,goodQA,highest,low,no,land,no
73,0.3603,-36.402909371294164,-6.88785902833895,goodQA,highest,low,no,land,no
74,0.38,-36.393850787549255,-6.88785902833895,goodQA,highest,low,no,land,no
75,0.3539,-36.38479220380434,-6.88785902833895,goodQA,highest,low,no,land,no
76,0.3771,-36.503246366633576,-6.896852234261547,goodQA,highest,low,no,land,no
77,0.3471,-36.49418761101737,-6.896852234261547,goodQA,highest,low,no,land,no
78,0.343,-36.48512885540117,-6.896852234261547,goodQA,highest,low,no,land,no
79,0.3704,-36.47607009978498,-6.896852234261547,goodQA,highest,low,no,land,no
80,0.3647,-36.467011344168775,-6.896852234261547,goodQA,highest,low,no,land,no
81,0.3977,-36.45795258855257,-6.896852234261547,goodQA,highest,low,no,land,no
82,0.4233,-36.448893832936385,-6.896852234261547,goodQA,highest,low,no,land,no
83,0.4432,-36.43983507732018,-6.896852234261547,goodQA,highest,low,no,land,no
84,0.3942,-36.43077632170399,-6.896852234261547,goodQA,highest,low,no,land,no
85,0.4036,-36.42171756608778,-6.896852234261547,goodQA,highest,low,no,land,no
86,0.3564,-36.412658810471584,-6.896852234261547,goodQA,highest,low,no,land,no
87,0.2904,-36.40360005485539,-6.896852234261547,goodQA,highest,low,no,land,no
