system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.2601,-36.53536976649717,-6.843337985549752,goodQA,highest,low,no,land,no
1,0.2509,-36.52631203022179,-6.843337985549752,goodQA,highest,low,no,land,no
2,0.2504,-36.4900810851202,-6.843337985549752,goodQA,highest,low,no,land,no
3,0.2398,-36.527000535459294,-6.8523311914723495,goodQA,highest,low,no,land,no
4,0.2483,-36.51794262844948,-6.8523311914723495,goodQA,highest,low,no,land,no
5,0.2321,-36.50888472143966,-6.8523311914723495,goodQA,highest,low,no,land,no
6,0.237,-36.49982681442984,-6.8523311914723495,goodQA,highest,low,no,land,no
7,0.2512,-36.49076890742001,-6.8523311914723495,goodQA,highest,low,no,land,no
8,0.2687,-36.4817110004102,-6.8523311914723495,goodQA,highest,low,no,land,no
9,0.267,-36.47265309340038,-6.8523311914723495,goodQA,highest,low,no,land,no
10,0.2727,-36.463595186390556,-6.8523311914723495,goodQA,highest,low,no,land,no
11,0.2764,-36.454537279380745,-6.8523311914723495,goodQA,highest,low,no,land,no
12,0.2819,-36.445479372370926,-6.8523311914723495,goodQA,highest,low,no,land,no
13,0.2778,-36.4364214653611,-6.8523311914723495,goodQA,highest,low,no,land,no
14,0.2893,-36.42736355835128,-6.8523311914723495,goodQA,highest,low,no,land,no
15,0.2602,-36.41830565134146,-6.8523311914723495,goodQA,highest,low,no,land,no
16,0.2584,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land,no
17,0.2578,-36.39113193031201,-6.8523311914723495,goodQA,highest,low,no,land,no
18,0.2485,-36.51863188862085,-6.861324397394947,goodQA,highest,low,no,land,no
19,0.2329,-36.509573810647,-6.861324397394947,goodQA,highest,low,no,land,no
20,0.25,-36.50051573267316,-6.861324397394947,goodQA,highest,low,no,land,no
21,0.2631,-36.4914576546993,-6.861324397394947,goodQA,highest,low,no,land,no
22,0.2695,-36.48239957672546,-6.861324397394947,goodQA,highest,low,no,land,no
23,0.2702,-36.47334149875162,-6.861324397394947,goodQA,highest,low,no,land,no
24,0.2708,-36.46428342077777,-6.861324397394947,goodQA,highest,low,no,land,no
25,0.2488,-36.45522534280393,-6.861324397394947,goodQA,highest,low,no,land,no
26,0.2796,-36.44616726483008,-6.861324397394947,goodQA,highest,low,no,land,no
27,0.2623,-36.43710918685623,-6.861324397394947,goodQA,highest,low,no,land,no
28,0.2572,-36.428051108882386,-6.861324397394947,goodQA,highest,low,no,land,no
29,0.2695,-36.41899303090853,-6.861324397394947,goodQA,highest,low,no,land,no
30,0.2556,-36.40993495293469,-6.861324397394947,goodQA,highest,low,no,land,no
31,0.2392,-36.400876874960844,-6.861324397394947,goodQA,highest,low,no,land,no
32,0.244,-36.391818796987,-6.861324397394947,goodQA,highest,low,no,land,no
33,0.2348,-36.519322074546885,-6.870317603317545,goodQA,highest,low,no,land,no
34,0.2391,-36.51026382537939,-6.870317603317545,goodQA,highest,low,no,land,no
35,0.2502,-36.50120557621189,-6.870317603317545,goodQA,highest,low,no,land,no
36,0.2666,-36.492147327044385,-6.870317603317545,goodQA,highest,low,no,land,no
37,0.2737,-36.4830890778769,-6.870317603317545,goodQA,highest,low,no,land,no
38,0.2787,-36.474030828709395,-6.870317603317545,goodQA,highest,low,no,land,no
39,0.2724,-36.46497257954189,-6.870317603317545,goodQA,highest,low,no,land,no
40,0.2644,-36.455914330374405,-6.870317603317545,goodQA,highest,low,no,land,no
41,0.2573,-36.4468560812069,-6.870317603317545,goodQA,highest,low,no,land,no
42,0.291,-36.4377978320394,-6.870317603317545,goodQA,highest,low,no,land,no
43,0.2946,-36.42873958287191,-6.870317603317545,goodQA,highest,low,no,land,no
44,0.2686,-36.4196813337044,-6.870317603317545,goodQA,highest,low,no,land,no
45,0.2652,-36.410623084536915,-6.870317603317545,goodQA,highest,low,no,land,no
